rho,delta,beta,alpha,mmse,mse_ridge_opt,alpha_LR
0.05,0.1,1.0,0.0,1.0,1.0,0.0
0.05,0.1,2.0,0.0,1.0,1.0,0.0
0.05,0.1,5.0,0.0,1.0,1.0,0.0
0.05,0.1,10.0,0.0,1.0,1.0,0.0
0.05,0.1,100.0,0.0,1.0,1.0,0.0
0.05,0.1,1000.0,0.0,1.0,1.0,0.0
0.05,0.1,Inf,0.0,1.0,1.0,0.0
0.05,0.1,1.0,0.004,0.9963459747517799,0.9963648420531718,0.04
0.05,0.1,2.0,0.004,0.9963266678139509,0.9963648420531718,0.05333333333333333
0.05,0.1,5.0,0.004,0.9962670532599659,0.9963648420531718,0.06666666666666667
0.05,0.1,10.0,0.004,0.9961639204195134,0.9963648420531718,0.07272727272727272
0.05,0.1,100.0,0.004,0.9930389686462783,0.9963648420531718,0.07920792079207921
0.05,0.1,1000.0,0.004,0.9479537632749626,0.9963648420531718,0.07992007992007992
0.05,0.1,Inf,0.004,0.9244600185908786,0.9963648420531718,0.08
0.05,0.1,1.0,0.008,0.9925772281506786,0.9927321099039272,0.08
0.05,0.1,2.0,0.008,0.9924159113020365,0.9927321099039272,0.10666666666666666
0.05,0.1,5.0,0.008,0.9918914950475229,0.9927321099039272,0.13333333333333333
0.05,0.1,10.0,0.008,0.9908636348000976,0.9927321099039272,0.14545454545454545
0.05,0.1,100.0,0.008,0.9444424590861146,0.9927321099039272,0.15841584158415842
0.05,0.1,1000.0,0.008,0.8629076759337693,0.9927321099039272,0.15984015984015984
0.05,0.1,Inf,0.008,0.8506961469686041,0.9927321099039272,0.16
0.05,0.1,1.0,0.012,0.9885690715747244,0.98910182535009,0.12
0.05,0.1,2.0,0.012,0.987988076187062,0.98910182535009,0.16
0.05,0.1,5.0,0.012,0.9859052757146317,0.98910182535009,0.19999999999999998
0.05,0.1,10.0,0.012,0.9810325383615591,0.98910182535009,0.21818181818181814
0.05,0.1,100.0,0.012,0.8537647030595454,0.98910182535009,0.2376237623762376
0.05,0.1,1000.0,0.012,0.7868088580025436,0.98910182535009,0.23976023976023975
0.05,0.1,Inf,0.012,0.7789330656584056,0.98910182535009,0.24
0.05,0.1,1.0,0.016,0.9841783077956243,0.9854740104181616,0.16
0.05,0.1,2.0,0.016,0.9826725119569634,0.9854740104181616,0.21333333333333332
