rho,delta,beta,alpha,mmse,mse_ridge_opt,alpha_LR
0.1,0.1,1.0,0.0,1.0,1.0,0.0
0.2,0.1,1.0,0.0,1.0,1.0,0.0
0.5,0.1,1.0,0.0,1.0,1.0,0.0
1.0,0.1,1.0,0.0,1.0,1.0,0.0
2.0,0.1,1.0,0.0,1.0,1.0,0.0
0.1,0.1,1.0,0.005,0.995447336013357,0.9954564307497449,0.024999999999999998
0.2,0.1,1.0,0.005,0.9954543503217856,0.9954564307497449,0.012499999999999999
0.5,0.1,1.0,0.005,0.9954563110145281,0.9954564307497449,0.005
1.0,0.1,1.0,0.005,0.9954565910166789,0.9954564307497449,0.0025
2.0,0.1,1.0,0.005,0.9954566610161064,0.9954564307497449,0.00125
0.1,0.1,1.0,0.01,0.9908421677723841,0.9909166603063145,0.049999999999999996
0.2,0.1,1.0,0.01,0.990898264601356,0.9909166603063145,0.024999999999999998
0.5,0.1,1.0,0.01,0.9909138684309419,0.9909166603063145,0.01
1.0,0.1,1.0,0.01,0.9909160945090572,0.9909166603063145,0.005
2.0,0.1,1.0,0.01,0.9909166509723977,0.9909166603063145,0.0025
0.1,0.1,1.0,0.015,0.9861285786483706,0.9863807314108489,0.075
0.2,0.1,1.0,0.015,0.9863184947903627,0.9863807314108489,0.0375
0.5,0.1,1.0,0.015,0.9863709131600632,0.9863807314108489,0.015
1.0,0.1,1.0,0.015,0.9863783792118821,0.9863807314108489,0.0075
2.0,0.1,1.0,0.015,0.9863802453141532,0.9863807314108489,0.00375
0.1,0.1,1.0,0.02,0.9812486165011389,0.9818486873657627,0.09999999999999999
0.2,0.1,1.0,0.02,0.9817016404900429,0.9818486873657627,0.049999999999999996
0.5,0.1,1.0,0.02,0.9818253670235954,0.9818486873657627,0.02
1.0,0.1,1.0,0.02,0.9818429519505525,0.9818486873657627,0.01
2.0,0.1,1.0,0.02,0.9818473465645026,0.9818486873657627,0.005
0.1,0.1,1.0,0.025,0.9761417443572946,0.9773205720422296,0.125
