rho,delta,beta,alpha,mmse,mse_ridge_opt,alpha_LR
0.2,0.1,1.0,0.0,1.0,1.0,0.0
0.2,0.1,2.0,0.0,1.0,1.0,0.0
0.2,0.1,5.0,0.0,1.0,1.0,0.0
0.2,0.1,10.0,0.0,1.0,1.0,0.0
0.2,0.1,100.0,0.0,1.0,1.0,0.0
0.2,0.1,1000.0,0.0,1.0,1.0,0.0
0.2,0.1,Inf,0.0,1.0,1.0,0.0
0.2,0.1,1.0,0.02,0.9817016404900429,0.9818486873657627,0.049999999999999996
0.2,0.1,2.0,0.02,0.9815528319633889,0.9818486873657627,0.06666666666666667
0.2,0.1,5.0,0.02,0.981095604189979,0.9818486873657627,0.08333333333333333
0.2,0.1,10.0,0.02,0.9802990050192193,0.9818486873657627,0.09090909090909091
0.2,0.1,100.0,0.02,0.9623820675079596,0.9818486873657627,0.099009900990099
0.2,0.1,1000.0,0.02,0.9107503663723626,0.9818486873657627,0.09990009990009989
0.2,0.1,Inf,0.02,0.8936938699874424,0.9818486873657627,0.09999999999999999
0.2,0.1,1.0,0.04,0.9626014476573733,0.9637602458033007,0.09999999999999999
0.2,0.1,2.0,0.04,0.9613960495793719,0.9637602458033007,0.13333333333333333
0.2,0.1,5.0,0.04,0.9575181476002573,0.9637602458033007,0.16666666666666666
0.2,0.1,10.0,0.04,0.950365475826885,0.9637602458033007,0.18181818181818182
0.2,0.1,100.0,0.04,0.8622323503702287,0.9637602458033007,0.198019801980198
0.2,0.1,1000.0,0.04,0.8018918535605204,0.9637602458033007,0.19980019980019978
0.2,0.1,Inf,0.04,0.7931792326415738,0.9637602458033007,0.19999999999999998
0.2,0.1,1.0,0.06,0.9418885489235765,0.9457375771237966,0.15
0.2,0.1,2.0,0.06,0.9377688569353785,0.9457375771237966,0.19999999999999998
0.2,0.1,5.0,0.06,0.9242506414334015,0.9457375771237966,0.24999999999999997
0.2,0.1,10.0,0.06,0.9006408861756618,0.9457375771237966,0.2727272727272727
0.2,0.1,100.0,0.06,0.7510848998783216,0.9457375771237966,0.297029702970297
0.2,0.1,1000.0,0.06,0.7043210637745035,0.9457375771237966,0.2997002997002997
0.2,0.1,Inf,0.06,0.6988408347079933,0.9457375771237966,0.3
0.2,0.1,1.0,0.08,0.9188543508856559,0.9277837386399848,0.19999999999999998
0.2,0.1,2.0,0.08,0.9091570002165132,0.9277837386399848,0.26666666666666666
0.2,0.1,5.0,0.08,0.878316527324608,0.9277837386399848,0.3333333333333333
0.2,0.1,10.0,0.08,0.8309385284212569,0.9277837386399848,0.36363636363636365
0.2,0.1,100.0,0.08,0.6490859751468521,0.9277837386399848,0.396039603960396
0.2,0.1,1000.0,0.08,0.6149473168683672,0.9277837386399848,0.39960039960039956
0.2,0.1,Inf,0.08,0.6111311300480953,0.9277837386399848,0.39999999999999997
0.2,0.1,1.0,0.1,0.8929957623754539,0.9099019513592785,0.25
0.2,0.1,2.0,0.1,0.8747289027598347,0.9099019513592785,0.3333333333333333
0.2,0.1,5.0,0.1,0.8201807149230422,0.9099019513592785,0.41666666666666663
0.2,0.1,10.0,0.1,0.7474305989554968,0.9099019513592785,0.45454545454545453
0.2,0.1,100.0,0.1,0.5587870476964594,0.9099019513592785,0.49504950495049505
0.2,0.1,1000.0,0.1,0.5333556302256213,0.9099019513592785,0.4995004995004995
0.2,0.1,Inf,0.1,0.5305530265967945,0.9099019513592785,0.5
0.2,0.1,1.0,0.12,0.8640931147340878,0.8920956084253278,0.3
0.2,0.1,2.0,0.12,0.8344629551716604,0.8920956084253278,0.39999999999999997
0.2,0.1,5.0,0.12,0.752233678222882,0.8920956084253278,0.49999999999999994
0.2,0.1,10.0,0.12,0.6569113951036949,0.8920956084253278,0.5454545454545454
0.2,0.1,100.0,0.12,0.47907667108147234,0.8920956084253278,0.594059405940594
0.2,0.1,1000.0,0.12,0.45973347650310403,0.8920956084253278,0.5994005994005994
0.2,0.1,Inf,0.12,0.457613054592942,0.8920956084253278,0.6
0.2,0.1,1.0,0.14,0.832201170748672,0.874368283772331,0.35000000000000003
0.2,0.1,2.0,0.14,0.7889071413783665,0.874368283772331,0.4666666666666667
0.2,0.1,5.0,0.14,0.6773997942327681,0.874368283772331,0.5833333333333334
0.2,0.1,10.0,0.14,0.565386017796486,0.874368283772331,0.6363636363636364
0.2,0.1,100.0,0.14,0.409281458210208,0.874368283772331,0.6930693069306931
0.2,0.1,1000.0,0.14,0.3943670924777227,0.874368283772331,0.6993006993006993
0.2,0.1,Inf,0.14,0.392735393460638,0.874368283772331,0.7000000000000001
0.2,0.1,1.0,0.16,0.7975756965915711,0.8567237409455183,0.39999999999999997
0.2,0.1,2.0,0.16,0.7388919089389392,0.8567237409455183,0.5333333333333333
0.2,0.1,5.0,0.16,0.598688964934027,0.8567237409455183,0.6666666666666666
0.2,0.1,10.0,0.16,0.47833901482181174,0.8567237409455183,0.7272727272727273
0.2,0.1,100.0,0.16,0.3490092148067764,0.8567237409455183,0.792079207920792
0.2,0.1,1000.0,0.16,0.337411863562989,0.8567237409455183,0.7992007992007991
0.2,0.1,Inf,0.16,0.33614369523794374,0.8567237409455183,0.7999999999999999
0.2,0.1,1.0,0.18,0.7605909899759248,0.8391659420284376,0.44999999999999996
0.2,0.1,2.0,0.18,0.6853560098445313,0.8391659420284376,0.6
0.2,0.1,5.0,0.18,0.5192367444041985,0.8391659420284376,0.7499999999999999
0.2,0.1,10.0,0.18,0.4014217694487292,0.8391659420284376,0.818181818181818
0.2,0.1,100.0,0.18,0.29781336398415814,0.8391659420284376,0.891089108910891
0.2,0.1,1000.0,0.18,0.2887397576691081,0.8391659420284376,0.899100899100899
0.2,0.1,Inf,0.18,0.2877473310207269,0.8391659420284376,0.8999999999999999
0.2,0.1,1.0,0.2,0.7216786055074946,0.8216990566028302,0.5
0.2,0.1,2.0,0.2,0.6292762196737233,0.8216990566028302,0.6666666666666666
0.2,0.1,5.0,0.2,0.442534461849045,0.8216990566028302,0.8333333333333333
0.2,0.1,10.0,0.2,0.3371397815749436,0.8216990566028302,0.9090909090909091
0.2,0.1,100.0,0.2,0.2550156909640996,0.8216990566028302,0.9900990099009901
0.2,0.1,1000.0,0.2,0.24787147893495853,0.8216990566028302,0.999000999000999
0.2,0.1,Inf,0.2,0.24708955162910184,0.8216990566028302,1.0
0.2,0.1,1.0,0.22,0.6812907520991216,0.8043274706497561,0.5499999999999999
0.2,0.1,2.0,0.22,0.5716604491307187,0.8043274706497561,0.7333333333333333
0.2,0.1,5.0,0.22,0.37280195153637474,0.8043274706497561,0.9166666666666667
0.2,0.1,10.0,0.22,0.28475263261562767,0.8043274706497561,1.0
0.2,0.1,100.0,0.22,0.21968796922855682,0.8043274706497561,1.089108910891089
0.2,0.1,1000.0,0.22,0.21401654911675805,0.8043274706497561,1.0989010989010988
0.2,0.1,Inf,0.22,0.2133952359242528,0.8043274706497561,1.0999999999999999
0.2,0.1,1.0,0.24,0.6398818787406695,0.7870557952810575,0.6
0.2,0.1,2.0,0.24,0.5135770398909576,0.7870557952810575,0.7999999999999999
0.2,0.1,5.0,0.24,0.314003901976877,0.7870557952810575,0.9999999999999999
0.2,0.1,10.0,0.24,0.24260882496007752,0.7870557952810575,1.0909090909090908
0.2,0.1,100.0,0.24,0.19074869679161366,0.7870557952810575,1.188118811881188
0.2,0.1,1000.0,0.24,0.18619843683601567,0.7870557952810575,1.1988011988011988
0.2,0.1,Inf,0.24,0.18569941402041623,0.7870557952810575,1.2
0.2,0.1,1.0,0.26,0.5979013257334426,0.7698888751680797,0.65
0.2,0.1,2.0,0.26,0.45620225078122156,0.7698888751680797,0.8666666666666667
0.2,0.1,5.0,0.26,0.266358293061817,0.7698888751680797,1.0833333333333333
0.2,0.1,10.0,0.26,0.20886689073424214,0.7698888751680797,1.1818181818181817
0.2,0.1,100.0,0.26,0.1670982963075257,0.7698888751680797,1.2871287128712872
0.2,0.1,1000.0,0.26,0.16340118922331937,0.7698888751680797,1.2987012987012985
0.2,0.1,Inf,0.26,0.16299528030874866,0.7698888751680797,1.3
0.2,0.1,1.0,0.28,0.5557921825852568,0.7528317965096906,0.7000000000000001
0.2,0.1,2.0,0.28,0.4008663432151218,0.7528317965096906,0.9333333333333333
0.2,0.1,5.0,0.28,0.2283103694184555,0.7528317965096906,1.1666666666666667
0.2,0.1,10.0,0.28,0.18181070221226991,0.7528317965096906,1.2727272727272727
0.2,0.1,100.0,0.28,0.14772745939217224,0.7528317965096906,1.3861386138613863
0.2,0.1,1000.0,0.28,0.1446818336227298,0.7528317965096906,1.3986013986013985
0.2,0.1,Inf,0.28,0.14434708951902198,0.7528317965096906,1.4000000000000001
0.2,0.1,1.0,0.3,0.5139924230637531,0.7358898943540674,0.7499999999999999
0.2,0.1,2.0,0.3,0.3490630279858228,0.7358898943540674,0.9999999999999999
0.2,0.1,5.0,0.3,0.19798585708122718,0.7358898943540674,1.25
0.2,0.1,10.0,0.3,0.1599841322398432,0.7358898943540674,1.3636363636363635
0.2,0.1,100.0,0.3,0.1317736588136057,0.7358898943540674,1.485148514851485
0.2,0.1,1000.0,0.3,0.12922912583555723,0.7358898943540674,1.4985014985014984
0.2,0.1,Inf,0.3,0.12894917353443458,0.7358898943540674,1.4999999999999998
0.2,0.1,1.0,0.32,0.47293621692486854,0.7190687590584988,0.7999999999999999
0.2,0.1,2.0,0.32,0.3023965141231951,0.7190687590584988,1.0666666666666667
0.2,0.1,5.0,0.32,0.17368607672003433,0.7190687590584988,1.3333333333333333
0.2,0.1,10.0,0.32,0.14221941582731434,0.7190687590584988,1.4545454545454546
0.2,0.1,100.0,0.32,0.11853342475419726,0.7190687590584988,1.584158415841584
0.2,0.1,1000.0,0.32,0.11637819884186829,0.7190687590584988,1.5984015984015982
0.2,0.1,Inf,0.32,0.11614085958655695,0.7190687590584988,1.5999999999999999
0.2,0.1,1.0,0.34,0.43305294526514193,0.7023742416388575,0.85
0.2,0.1,2.0,0.34,0.26245157653371654,0.7023742416388575,1.1333333333333333
0.2,0.1,5.0,0.34,0.15403030832940579,0.7023742416388575,1.4166666666666667
0.2,0.1,10.0,0.34,0.12761031348352014,0.7023742416388575,1.5454545454545456
0.2,0.1,100.0,0.34,0.10744888584924839,0.7023742416388575,1.683168316831683
0.2,0.1,1000.0,0.34,0.10559969005745484,0.7023742416388575,1.698301698301698
0.2,0.1,Inf,0.34,0.10539588285207946,0.7023742416388575,1.7
0.2,0.1,1.0,0.36,0.39476206068769937,0.6858124577258358,0.8999999999999999
0.2,0.1,2.0,0.36,0.22940845466868276,0.6858124577258358,1.2
0.2,0.1,5.0,0.36,0.13795144306942775,0.6858124577258358,1.4999999999999998
0.2,0.1,10.0,0.36,0.11546527003627383,0.6858124577258358,1.636363636363636
0.2,0.1,100.0,0.36,0.09808413803858196,0.6858124577258358,1.782178217821782
0.2,0.1,1000.0,0.36,0.09647853750965085,0.6858124577258358,1.798201798201798
0.2,0.1,Inf,0.36,0.09630144732976131,0.6858124577258358,1.7999999999999998
0.2,0.1,1.0,0.38,0.35846186055754437,0.6693897898091744,0.95
0.2,0.1,2.0,0.38,0.20234008062527975,0.6693897898091744,1.2666666666666666
0.2,0.1,5.0,0.38,0.12464298591692613,0.6693897898091744,1.5833333333333333
0.2,0.1,10.0,0.38,0.10525974589627385,0.6693897898091744,1.7272727272727273
0.2,0.1,100.0,0.38,0.09010054806036027,0.6693897898091744,1.881188118811881
0.2,0.1,1000.0,0.38,0.08869130557652771,0.6693897898091744,1.8981018981018982
