rho,beta,alpha_BO,alpha_MNNE,alpha_LR_BO,alpha_LR_MNNE
0.326,2,0.435862,0.6566531124935666,0.8913333333333334,1.3428489008048397
0.327,2,0.4370355,0.6578740827904865,0.891,1.3412315653220928
0.328,2,0.43820800000000004,0.6590919963279954,0.8906666666666667,1.3396178787154378
0.329,2,0.4393795,0.6603068606171881,0.8903333333333332,1.3380078229324988
0.33,2,0.44055,0.6615186831325726,0.89,1.336401380065803
0.331,2,0.44171950000000004,0.6627274713123513,0.8896666666666667,1.3347985323511606
0.332,2,0.44288800000000006,0.6639332325587007,0.8893333333333334,1.3331992621660658
0.333,2,0.4440555,0.6651359742380499,0.8889999999999999,1.331603552028128
0.334,2,0.445222,0.6663357036813518,0.8886666666666666,1.3300113845935164
0.335,2,0.44638750000000005,0.6675324281843544,0.8883333333333334,1.3284227426554316
0.336,2,0.44755200000000006,0.6687261550078691,0.888,1.3268376091425975
0.337,2,0.4487155,0.6699168913780319,0.8876666666666665,1.3252559671177682
0.338,2,0.449878,0.6711046444865668,0.8873333333333333,1.3236777997762659
0.339,2,0.45103950000000004,0.6722894214910429,0.8870000000000001,1.3221030904445286
0.34,2,0.45220000000000005,0.6734712295151296,0.8866666666666667,1.3205318225786855
0.341,2,0.4533595,0.6746500756488483,0.8863333333333333,1.318963979763144
0.342,2,0.45451800000000003,0.6758259669488224,0.8859999999999999,1.3173995457092054
0.343,2,0.45567550000000007,0.6769989104385234,0.8856666666666668,1.3158385042536898
0.344,2,0.45683199999999996,0.6781689131085145,0.8853333333333333,1.3142808393575862
0.345,2,0.4579875,0.6793359819166902,0.8850000000000001,1.3127265351047155
0.346,2,0.45914199999999994,0.6805001237885181,0.8846666666666666,1.3111755757004204
0.347,2,0.46029549999999997,0.6816613456172782,0.8843333333333333,1.3096279454702753
0.348,2,0.46144799999999997,0.682819654264263,0.8839999999999999,1.3080836288587416
0.349,2,0.46259949999999994,0.6839750565590601,0.8836666666666666,1.3065426104280042
0.35,2,0.46374999999999994,0.6851275592997454,0.8833333333333333,1.305004874856658
0.351,2,0.46489949999999997,0.6862771692531148,0.8829999999999999,1.3034704069384897
0.352,2,0.466048,0.6874238931549086,0.8826666666666667,1.3019391915812664
0.353,2,0.46719550000000004,0.6885677377100288,0.8823333333333334,1.3004112138055313
0.354,2,0.468342,0.6897087095927593,0.8820000000000001,1.2988864587434263
0.355,2,0.4694875,0.6908468154469791,0.8816666666666667,1.2973649116375197
0.356,2,0.470632,0.6919820618863752,0.8813333333333334,1.295846557839654
0.357,2,0.47177549999999996,0.6931144554946523,0.881,1.2943313828098082
0.358,2,0.47291799999999995,0.694244002825741,0.8806666666666667,1.2928193721149739
0.359,2,0.47405949999999997,0.6953707104040034,0.8803333333333334,1.2913105114280472
0.36,2,0.4752,0.6964945847244356,0.8800000000000001,1.2898047865267326
0.361,2,0.4763395,0.6976156322528684,0.8796666666666667,1.2883021832924624
0.362,2,0.47747799999999996,0.6987338594261667,0.8793333333333333,1.286802687709331
0.363,2,0.47861549999999997,0.6998492726524255,0.879,1.2853062858630404
0.364,2,0.479752,0.7009618783111627,0.8786666666666667,1.2838129639398586
0.365,2,0.48088749999999997,0.702071682753513,0.8783333333333333,1.2823227082255944
0.366,2,0.48202199999999995,0.7031786923024159,0.8779999999999999,1.2808355051045828
0.367,2,0.4831555,0.7042829132528052,0.8776666666666667,1.2793513410586834
0.368,2,0.484288,0.705384351871793,0.8773333333333334,1.2778702026662918
0.369,2,0.48541950000000006,0.7064830143988529,0.8770000000000001,1.2763920766013601
0.37,2,0.48655,0.7075789070460022,0.8766666666666666,1.2749169496324364
0.371,2,0.4876795,0.7086720359979832,0.8763333333333333,1.273444808621713
0.372,2,0.488808,0.7097624074124345,0.876,1.271975640524076
0.373,2,0.48993549999999997,0.7108500274200735,0.8756666666666666,1.2705094323861903
0.374,2,0.491062,0.7119349021248644,0.8753333333333333,1.2690461713455694
0.375,2,0.4921875,0.7130170376041921,0.875,1.2675858446296748
0.376,2,0.49331200000000003,0.7140964399090308,0.8746666666666668,1.2661284395550192
0.377,2,0.4944355,0.7151731150641119,0.8743333333333334,1.264673943526281
0.378,2,0.495558,0.7162470690680894,0.874,1.263222344035431
0.379,2,0.4966795,0.7173183078937038,0.8736666666666666,1.2617736286608685
0.38,2,0.4978,0.7183868374879423,0.8733333333333334,1.2603277850665653
0.381,2,0.49891949999999996,0.7194526637722013,0.873,1.258884801001227
0.382,2,0.500038,0.7205157926424438,0.8726666666666666,1.2574446642974586
0.383,2,0.5011555,0.721576229969355,0.8723333333333332,1.2560073628709398
0.384,2,0.502272,0.722633981598497,0.8720000000000001,1.254572884719613
0.385,2,0.5033875000000001,0.7236890533504619,0.8716666666666668,1.2531412179228776
0.386,2,0.504502,0.7247414510210232,0.8713333333333333,1.2517123506407999
0.387,2,0.5056155,0.7257911803812843,0.871,1.2502862711133236
0.388,2,0.5067280000000001,0.7268382471778265,0.8706666666666668,1.2488629676594956
0.389,2,0.5078395,0.7278826571328549,0.8703333333333333,1.2474424286767007
0.39,2,0.50895,0.7289244159443419,0.87,1.2460246426399006
0.391,2,0.5100595,0.7299635292861711,0.8696666666666667,1.2446095981008887
0.392,2,0.5111680000000001,0.7310000028082759,0.8693333333333335,1.243197283687544
0.393,2,0.5122755000000001,0.7320338421367805,0.8690000000000001,1.2417876881031051
0.394,2,0.513382,0.733065052874136,0.8686666666666666,1.2403808001254417
0.395,2,0.5144875,0.7340936405992585,0.8683333333333332,1.2389766086063434
0.396,2,0.515592,0.7351196108676605,0.868,1.2375751024708088
0.397,2,0.5166955,0.7361429692115838,0.8676666666666666,1.2361762707163455
0.398,2,0.517798,0.7371637211401342,0.8673333333333333,1.234780102412285
0.399,2,0.5188995000000001,0.7381818721394048,0.8670000000000001,1.233386586699089
0.4,2,0.52,0.7391974276726107,0.8666666666666667,1.2319957127876844
0.401,2,0.5210995,0.7402103931802092,0.8663333333333334,1.230607469958785
0.402,2,0.522198,0.7412207740800283,0.8660000000000001,1.2292218475622358
0.403,2,0.5232955,0.7422285757673897,0.8656666666666667,1.22783883501636
0.404,2,0.5243920000000001,0.7432338036152277,0.8653333333333334,1.2264584218073065
0.405,2,0.5254875,0.7442364629742124,0.865,1.2250805974884154
0.406,2,0.526582,0.7452365591728676,0.8646666666666667,1.2237053516795855
0.407,2,0.5276755,0.7462340975176864,0.8643333333333334,1.2223326740666445
0.408,2,0.528768,0.7472290832932496,0.864,1.2209625544007348
0.409,2,0.5298595,0.7482215217623357,0.8636666666666667,1.2195949824976948
0.41,2,0.5309499999999999,0.7492114181660391,0.8633333333333332,1.2182299482374621
0.411,2,0.5320395,0.7501987777238758,0.863,1.2168674415634646
0.412,2,0.5331279999999999,0.7511836056338983,0.8626666666666666,1.2155074524820362
0.413,2,0.5342155000000001,0.7521659070727987,0.8623333333333334,1.214149971061822
0.414,2,0.535302,0.7531456871960205,0.862,1.2127949874332054
0.415,2,0.5363875,0.754122951335404,0.8616666666666668,1.2114424921050666
0.416,2,0.537472,0.7550977042085081,0.8613333333333333,1.2100924746931219
0.417,2,0.5385555,0.7560699511058024,0.861,1.2087449258286211
0.418,2,0.539638,0.7570396970987651,0.8606666666666666,1.2073998358831979
0.419,2,0.5407195,0.7580069472381362,0.8603333333333334,1.2060571952874084
0.42,2,0.5418,0.7589717065540158,0.86,1.2047169945301837
0.421,2,0.5428795000000001,0.7599339800559605,0.8596666666666668,1.2033792241582906
0.422,2,0.5439579999999999,0.7608937727330793,0.8593333333333332,1.2020438747757969
0.423,2,0.5450355,0.7618510895541274,0.859,1.200710937043542
0.424,2,0.546112,0.7628059354675996,0.8586666666666668,1.1993804016786156
0.425,2,0.5471875,0.7637583154018193,0.8583333333333334,1.198052259453834
0.426,2,0.5482619999999999,0.7647082342650313,0.8579999999999999,1.1967265011972321
0.427,2,0.5493355,0.7656556969454871,0.8576666666666667,1.195403117791549
0.428,2,0.550408,0.7666007083115348,0.8573333333333334,1.1940821001737303
0.429,2,0.5514795,0.767543273211703,0.857,1.1927634393344257
0.43,2,0.55255,0.768483396474785,0.8566666666666667,1.1914471263174964
0.431,2,0.5536194999999999,0.7694210829099215,0.8563333333333333,1.1901331522195229
0.432,2,0.554688,0.7703563373066845,0.8559999999999999,1.1888215081893279
0.433,2,0.5557555000000001,0.7712891644351522,0.8556666666666668,1.187512185427486
0.434,2,0.5568219999999999,0.7722195690459932,0.8553333333333333,1.1862051751858576
0.435,2,0.5578875,0.7731475558705392,0.855,1.1849004687671099
0.436,2,0.558952,0.774073129620855,0.8546666666666667,1.183598057524243
0.437,2,0.5600155,0.7749962948054976,0.8543333333333334,1.1822979325789436
0.438,2,0.561078,0.775917056467522,0.854,1.181000085947522
0.439,2,0.5621395,0.776835419076724,0.8536666666666667,1.17970450884848
0.44,2,0.5632,0.7777513872688695,0.8533333333333334,1.1784111928316205
0.441,2,0.5642595,0.7786649656608211,0.8530000000000001,1.1771201294948164
0.442,2,0.565318,0.7795761588506079,0.8526666666666666,1.1758313104835714
0.443,2,0.5663755,0.7804849714174896,0.8523333333333334,1.174544727490579
0.444,2,0.567432,0.7813914079220222,0.852,1.1732603722552888
0.445,2,0.5684875,0.7822954729061178,0.8516666666666667,1.1719782365634723
0.446,2,0.569542,0.7831971708931097,0.8513333333333334,1.1706983122468009
0.447,2,0.5705955,0.7840965063878103,0.8510000000000001,1.1694205911824165
0.448,2,0.571648,0.7849934838765695,0.8506666666666667,1.168145065292514
0.449,2,0.5726995,0.7858881078273312,0.8503333333333334,1.1668717265439217
0.45,2,0.57375,0.78678038268969,0.85,1.1656005669476888
0.451,2,0.5747995,0.7876703128949435,0.8496666666666667,1.1643315785586748
0.452,2,0.575848,0.7885579028561635,0.8493333333333333,1.1630647534751672
0.453,2,0.5768955,0.7894431569681759,0.849,1.1618000838383753
0.454,2,0.577942,0.790326079607713,0.8486666666666666,1.1605375618321776
0.455,2,0.5789875,0.7912066751333922,0.8483333333333333,1.1592771796826258
0.456,2,0.580032,0.7920849478857824,0.8479999999999999,1.1580189296575767
0.457,2,0.5810755000000001,0.7929609021874433,0.8476666666666668,1.156762804066292
0.458,2,0.582118,0.7938345423429717,0.8473333333333334,1.1555087952590561
0.459,2,0.5831595,0.7947058726390391,0.8470000000000001,1.1542568956267816
0.46,2,0.5842,0.7955748973444345,0.8466666666666667,1.1530070976006297
0.461,2,0.5852395,0.7964416207100988,0.8463333333333334,1.151759393651625
0.462,2,0.586278,0.7973060469691619,0.8459999999999999,1.1505137762902768
0.463,2,0.5873155,0.7981681803369755,0.8456666666666667,1.1492702380661992
0.464,2,0.588352,0.7990280250111472,0.8453333333333333,1.1480287715677402
0.465,2,0.5893875000000001,0.799885585171568,0.845,1.146789369421603
0.466,2,0.590422,0.8007408649804428,0.8446666666666667,1.1455520242924788
0.467,2,0.5914555,0.8015938685823156,0.8443333333333333,1.1443167288826774
0.468,2,0.592488,0.8024446001040941,0.844,1.1430834759317579
0.469,2,0.5935195,0.8032930636550721,0.8436666666666667,1.1418522582161652
0.47,2,0.59455,0.8041392633269507,0.8433333333333335,1.1406230685488663
0.471,2,0.5955794999999999,0.8049832031938557,0.8429999999999999,1.1393958997789893
0.472,2,0.596608,0.8058248873123538,0.8426666666666668,1.1381707447914602
0.473,2,0.5976355,0.806664319721466,0.8423333333333334,1.1369475965066471
0.474,2,0.5986619999999999,0.8075015044426821,0.842,1.135726447880003
0.475,2,0.5996874999999999,0.8083364454799662,0.8416666666666666,1.134507291901707
0.476,2,0.600712,0.8091691468197673,0.8413333333333335,1.133290121596313
0.477,2,0.6017355,0.809999612431021,0.841,1.1320749300223913
0.478,2,0.602758,0.8108278462651547,0.8406666666666667,1.1308617102721823
0.479,2,0.6037794999999999,0.8116538522560849,0.8403333333333333,1.1296504554712385
0.48,2,0.6048,0.8124776343202154,0.8400000000000001,1.128441158778077
0.481,2,0.6058195,0.8132991963564309,0.8396666666666667,1.1272338133838267
0.482,2,0.6068379999999999,0.8141185422460896,0.8393333333333332,1.1260284125118807
0.483,2,0.6078555,0.8149356758530109,0.8390000000000001,1.1248249494175442
0.484,2,0.608872,0.8157506010234622,0.8386666666666667,1.1236234173876891
0.485,2,0.6098875,0.8165633215861399,0.8383333333333334,1.1224238097403985
0.486,2,0.6109020000000001,0.8173738413521497,0.8380000000000001,1.1212261198246225
0.487,2,0.6119155,0.8181821642708575,0.8376666666666667,1.1200303412332069
0.488,2,0.612928,0.8189882938058201,0.8373333333333334,1.1188364669478417
0.489,2,0.6139395,0.8197922338716355,0.837,1.1176444906225431
0.49,2,0.6149499999999999,0.8205939882087749,0.8366666666666666,1.1164544057262245
0.491,2,0.6159595,0.8213935605399633,0.8363333333333334,1.1152662057569087
0.492,2,0.616968,0.8221909545701391,0.836,1.1140798842413808
0.493,2,0.6179755,0.8229861739864057,0.8356666666666668,1.1128954347348285
0.494,2,0.618982,0.8237792224579827,0.8353333333333334,1.1117128508204897
0.495,2,0.6199874999999999,0.8245701036361486,0.8349999999999999,1.110532126109291
0.496,2,0.620992,0.8253588211541822,0.8346666666666667,1.1093532542394924
0.497,2,0.6219955,0.8261453786272965,0.8343333333333334,1.10817622887632
0.498,2,0.6229979999999999,0.8269297796525479,0.834,1.107001043711577
0.499,2,0.6239994999999999,0.827712027659475,0.8336666666666666,1.1058276922638277
0.5,2,0.625,0.8284921265079002,0.8333333333333334,1.1046561686772003
0.501,2,0.6259995,0.8292700795901121,0.833,1.1034864665204418
0.502,2,0.626998,0.8300458904298288,0.8326666666666667,1.102318579588086
0.503,2,0.6279954999999999,0.8308195625321918,0.8323333333333331,1.1011525016993926
0.504,2,0.628992,0.831591099383694,0.832,1.0999882266980079
0.505,2,0.6299875,0.8323605044519315,0.8316666666666668,1.0988257484513948
0.506,2,0.6309819999999999,0.8331277811856679,0.8313333333333333,1.0976650608506824
0.507,2,0.6319755,0.8338929330145824,0.831,1.0965061578101019
0.508,2,0.632968,0.834655963349158,0.8306666666666667,1.0953490332666116
0.509,2,0.6339595,0.8354168755805279,0.8303333333333334,1.0941936811794732
0.51,2,0.63495,0.8361756730803158,0.83,1.0930400955298245
0.511,2,0.6359395,0.8369323592004605,0.8296666666666667,1.0918882703202353
0.512,2,0.636928,0.8376869372730326,0.8293333333333334,1.090738199574261
0.513,2,0.6379155000000001,0.8384394106100345,0.8290000000000001,1.0895898773359773
0.514,2,0.638902,0.8391897825031885,0.8286666666666666,1.0884432976695053
0.515,2,0.6398874999999999,0.8399380562237092,0.8283333333333333,1.0872984546585234
0.516,2,0.640872,0.8406842350220581,0.828,1.0861553424057597
0.517,2,0.6418555,0.8414283221276814,0.8276666666666667,1.0850139550324711
0.518,2,0.642838,0.8421703207487257,0.8273333333333334,1.0838742866778965
0.519,2,0.6438195,0.8429102342105428,0.827,1.0827363316769978
0.52,2,0.6448,0.8436480653996173,0.8266666666666667,1.0816000838456632
0.521,2,0.6457795000000001,0.8443838175975938,0.8263333333333334,1.080465537552903
0.522,2,0.6467579999999999,0.845117493924128,0.8259999999999998,1.0793326870039948
0.523,2,0.6477355,0.8458490974757813,0.8256666666666667,1.0782015264190965
0.524,2,0.6487120000000001,0.8465786313255675,0.8253333333333335,1.0770720500325288
0.525,2,0.6496875000000001,0.847306098386671,0.8250000000000001,1.0759442519195823
0.526,2,0.6506620000000001,0.8480315019555043,0.8246666666666667,1.074818126686317
0.527,2,0.6516355,0.8487548448950708,0.8243333333333334,1.073693668431462
0.528,2,0.6526080000000001,0.8494761301785465,0.8240000000000001,1.0725708714375586
0.529,2,0.6535795000000001,0.8501953607527101,0.8236666666666668,1.0714497299971142
0.53,2,0.65455,0.8509125395368513,0.8233333333333333,1.0703302384111335
0.531,2,0.6555195,0.8516276694218989,0.8230000000000001,1.0692123909879458
0.532,2,0.6564880000000001,0.8523407532693588,0.8226666666666667,1.068096182041803
0.533,2,0.6574555000000001,0.8530517940417386,0.8223333333333334,1.0669816060559583
0.534,2,0.6584220000000001,0.8537607942740914,0.8220000000000001,1.0658686570213374
0.535,2,0.6593875,0.8544677567329296,0.8216666666666667,1.0647573292622177
0.536,2,0.660352,0.8551726844096808,0.8213333333333334,1.063647617424976
0.537,2,0.6613155000000001,0.8558755798642613,0.821,1.062539515660163
0.538,2,0.6622779999999999,0.8565764457467959,0.8206666666666665,1.0614330182736007
0.539,2,0.6632395,0.8572752847907779,0.8203333333333332,1.0603281197164844
0.54,2,0.6642,0.8579720991638978,0.82,1.0592248137825897
0.541,2,0.6651595,0.8586668917452052,0.8196666666666667,1.0581230951881764
0.542,2,0.6661180000000001,0.8593596649532765,0.8193333333333334,1.0570229581221111
0.543,2,0.6670755,0.8600504208242725,0.819,1.0559243963465592
0.544,2,0.6680320000000001,0.8607391618932628,0.8186666666666668,1.0548274042809593
0.545,2,0.6689875000000001,0.8614258892593142,0.8183333333333334,1.0537319746291305
0.546,2,0.6699419999999999,0.8621106059981462,0.8179999999999998,1.052638102561839
0.547,2,0.6708955,0.862793315834578,0.8176666666666667,1.0515457840762679
0.548,2,0.671848,0.8634740202042971,0.8173333333333332,1.0504550124139866
0.549,2,0.6727995000000001,0.8641527197337726,0.8170000000000001,1.0493657798831482
0.55,2,0.6737500000000001,0.8648294151847828,0.8166666666666667,1.0482780790118578
0.551,2,0.6746995,0.8655041130485699,0.8163333333333332,1.047191909314664
0.552,2,0.675648,0.8661768153611102,0.816,1.0461072649288772
0.553,2,0.6765955000000001,0.8668475172451782,0.8156666666666668,1.045024131700034
0.554,2,0.677542,0.8675162293549445,0.8153333333333332,1.0439425142658778
0.555,2,0.6784875,0.8681829496728676,0.815,1.0428624020094506
0.556,2,0.679432,0.8688476840649189,0.8146666666666667,1.0417837938428283
0.557,2,0.6803755000000001,0.8695104299561056,0.8143333333333335,1.0407066785830108
0.558,2,0.6813180000000001,0.8701711916326852,0.8140000000000001,1.039631053324594
0.559,2,0.6822595,0.8708299717792697,0.8136666666666666,1.0385569132728318
0.56,2,0.6832,0.8714867708366728,0.8133333333333332,1.037484250996039
0.561,2,0.6841395000000001,0.8721415945137169,0.8130000000000001,1.0364130653757775
0.562,2,0.685078,0.8727944416323985,0.8126666666666665,1.0353433471321452
0.563,2,0.6860155,0.8734453163824929,0.8123333333333334,1.0342750934073333
0.564,2,0.6869519999999999,0.8740942184261755,0.8119999999999999,1.033208296012028
0.565,2,0.6878875,0.8747410998090055,0.8116666666666668,1.0321428906300951
0.566,2,0.6888219999999999,0.8753861206999899,0.8113333333333334,1.0310790585394465
0.567,2,0.6897554999999999,0.8760291196468586,0.8109999999999998,1.030016601583608
0.568,2,0.690688,0.8766701717806402,0.8106666666666666,1.0289556006815026
0.569,2,0.6916194999999999,0.8773092470029227,0.8103333333333333,1.0278960128915322
0.57,2,0.69255,0.8779463727284131,0.81,1.0268378628402495
0.571,2,0.6934795,0.8785815402581337,0.8096666666666668,1.0257811328174358
0.572,2,0.6944079999999999,0.8792147702245534,0.8093333333333333,1.0247258394225565
0.573,2,0.6953355,0.8798460182247215,0.809,1.0236719234726255
0.574,2,0.6962619999999999,0.8804753337230333,0.8086666666666666,1.0226194352183895
0.575,2,0.6971874999999998,0.8811027042034307,0.8083333333333332,1.02156835269963
0.576,2,0.698112,0.8817281252409618,0.808,1.0205186634733356
0.577,2,0.6990354999999999,0.8823516061654006,0.8076666666666666,1.0194703710749864
0.578,2,0.699958,0.882973147495804,0.8073333333333333,1.0184234688532918
0.579,2,0.7008795,0.8835927505383474,0.807,1.0173779511092085
0.58,2,0.7018,0.8842104173950368,0.8066666666666668,1.0163338130977435
0.581,2,0.7027194999999999,0.8848261722274365,0.8063333333333333,1.0152910754187454
0.582,2,0.703638,0.8854399548423451,0.806,1.0142496619041754
0.583,2,0.7045554999999999,0.8860518290759887,0.8056666666666665,1.0132096387375515
0.584,2,0.705472,0.8866617759224111,0.8053333333333333,1.0121709770803782
0.585,2,0.7063875,0.8872697971915487,0.805,1.0111336720131612
0.586,2,0.707302,0.887875896814951,0.8046666666666668,1.0100977210636533
0.587,2,0.7082155,0.8884800755376785,0.8043333333333335,1.0090631181574998
0.588,2,0.709128,0.8890823364453231,0.804,1.0080298599153323
0.589,2,0.7100394999999999,0.889682682851944,0.8036666666666666,1.0069979432393255
0.59,2,0.71095,0.890281110564563,0.8033333333333333,1.0059673565701277
0.591,2,0.7118594999999999,0.890877631883019,0.8029999999999999,1.0049381070310424
0.592,2,0.712768,0.8914722444949928,0.8026666666666666,1.0039101852421093
0.593,2,0.7136755,0.8920649792887619,0.8023333333333333,1.0028836192116493
0.594,2,0.714582,0.8926557472383456,0.802,1.0018583021754721
0.595,2,0.7154875,0.8932446434634007,0.8016666666666667,1.000834334412774
0.596,2,0.7163919999999999,0.8938316391794637,0.8013333333333332,0.9998116769345232
0.597,2,0.7172955,0.8944167369474485,0.801,0.9987903260161347
0.598,2,0.718198,0.8949999383936437,0.8006666666666666,0.9977702769159907
0.599,2,0.7190994999999999,0.8955812461499248,0.8003333333333332,0.9967515260433222
0.6,2,0.72,0.8961606622452695,0.8,0.9957340691614105
0.601,2,0.7208995,0.8967381905666154,0.7996666666666667,0.9947179041227016
0.602,2,0.721798,0.8973138284309562,0.7993333333333335,0.993703021518224
0.603,2,0.7226955,0.8978875830395499,0.799,0.9926894229292978
0.604,2,0.7235919999999999,0.8984594537228987,0.7986666666666665,0.9916771012394026
0.605,2,0.7244875,0.8990294476171541,0.7983333333333333,0.9906660579803351
0.606,2,0.725382,0.8995975583221478,0.7979999999999999,0.9896562797823408
0.607,2,0.7262755,0.9001637952232705,0.7976666666666666,0.9886477707010111
0.608,2,0.7271679999999999,0.9007281570687057,0.7973333333333333,0.987640523101651
0.609,2,0.7280595,0.9012906474263551,0.797,0.986634534675813
0.61,2,0.72895,0.9018512698963148,0.7966666666666666,0.9856298031653714
0.611,2,0.7298395000000001,0.9024100273536059,0.7963333333333334,0.9846263255358493
0.612,2,0.7307279999999999,0.9029669106964064,0.7959999999999999,0.9836240857259331
0.613,2,0.7316155,0.9035219365959073,0.7956666666666666,0.9826230958084908
0.614,2,0.732502,0.9040751021480102,0.7953333333333333,0.9816233465233554
0.615,2,0.7333875,0.9046264076398786,0.795,0.9806248321299498
0.616,2,0.7342719999999999,0.9051758576116952,0.7946666666666665,0.9796275515278087
0.617,2,0.7351555,0.9057234534047117,0.7943333333333333,0.9786315001671655
0.618,2,0.7360380000000001,0.906269195839714,0.7940000000000002,0.9776366729662503
0.619,2,0.7369195000000001,0.9068130914521397,0.7936666666666667,0.9766430710308451
0.62,2,0.7378,0.9073551381547792,0.7933333333333333,0.9756506861879346
0.621,2,0.7386795,0.9078953395149847,0.793,0.9746595163875306
0.622,2,0.739558,0.9084336977524161,0.7926666666666667,0.973669558148356
0.623,2,0.7404354999999999,0.9089702150245159,0.7923333333333332,0.9726808079449074
0.624,2,0.741312,0.9095048924185792,0.7919999999999999,0.9716932611309607
0.625,2,0.7421875,0.9100377350446578,0.7916666666666667,0.9707069173809684
0.626,2,0.743062,0.9105687464189597,0.7913333333333333,0.9697217746740784
0.627,2,0.7439355000000001,0.9110979192421699,0.791,0.968737819502573
0.628,2,0.7448079999999999,0.9116252655826989,0.7906666666666666,0.9677550590049881
0.629,2,0.7456795,0.9121507838838088,0.7903333333333333,0.9667734858333957
0.63,2,0.74655,0.9126744767396473,0.79,0.9657930970789919
0.631,2,0.7474194999999999,0.9131963464722046,0.7896666666666666,0.9648138895638717
0.632,2,0.748288,0.9137163950662371,0.7893333333333332,0.9638358597745117
0.633,2,0.7491555,0.914234625247222,0.7889999999999999,0.9628590049997072
0.634,2,0.7500220000000001,0.9147510375225725,0.7886666666666667,0.96188332021301
0.635,2,0.7508875,0.9152656365452086,0.7883333333333333,0.9609088047718726
0.636,2,0.751752,0.9157784233595418,0.7879999999999999,0.959935454255285
0.637,2,0.7526155,0.9162893991721927,0.7876666666666667,0.958963264439762
0.638,2,0.7534780000000001,0.9167985681407406,0.7873333333333333,0.9579922342118502
0.639,2,0.7543394999999999,0.9173059312403566,0.7869999999999998,0.9570223591448687
0.64,2,0.7552,0.9178114909525872,0.7866666666666666,0.9560536364089449
0.641,2,0.7560595,0.9183152525197339,0.7863333333333333,0.9550860660631657
0.642,2,0.7569180000000001,0.9188172091314218,0.786,0.9541196356504899
0.643,2,0.7577755,0.9193173875998848,0.7856666666666667,0.9531543676515134
0.644,2,0.758632,0.9198157403119369,0.7853333333333333,0.9521902073622536
0.645,2,0.7594875,0.920312317084693,0.785,0.9512272011211296
0.646,2,0.7603420000000001,0.9208071020765491,0.7846666666666667,0.9502653272203809
0.647,2,0.7611954999999999,0.9213000995585213,0.7843333333333333,0.949304584810429
0.648,2,0.762048,0.9217913141653526,0.7839999999999999,0.9483449734211448
0.649,2,0.7628995000000001,0.9222807400082421,0.7836666666666666,0.9473864817752872
0.65,2,0.76375,0.9227683875093151,0.7833333333333333,0.9464291153941693
0.651,2,0.7645995000000001,0.923254256421495,0.7830000000000001,0.9454728688392166
0.652,2,0.765448,0.9237383478496823,0.7826666666666666,0.9445177380876097
0.653,2,0.7662955,0.9242206653120232,0.7823333333333333,0.9435637216049242
0.654,2,0.7671420000000001,0.9247012085048627,0.7820000000000001,0.9426108139702984
0.655,2,0.7679874999999999,0.9251799828444356,0.7816666666666666,0.9416590156177461
0.656,2,0.768832,0.9256569886833692,0.7813333333333332,0.9407083218326922
0.657,2,0.7696755000000001,0.9261322134590223,0.781,0.9397587148239699
0.658,2,0.770518,0.9266057055041335,0.7806666666666667,0.9388102386060116
0.659,2,0.7713595000000001,0.9270774198184774,0.7803333333333334,0.9378628425073114
0.66,2,0.7722,0.9275473769486376,0.78,0.9369165423723612
0.661,2,0.7730395,0.9280155757365471,0.7796666666666666,0.9359713320590489
0.662,2,0.7738780000000001,0.9284820190887288,0.7793333333333334,0.9350272095556181
0.663,2,0.7747155,0.9289467108348798,0.7789999999999999,0.9340841737907288
0.664,2,0.775552,0.9294096518572661,0.7786666666666666,0.933142220740227
0.665,2,0.7763875,0.9298708447741605,0.7783333333333333,0.9322013481445217
0.666,2,0.7772220000000001,0.9303302917382753,0.778,0.9312615532915669
0.667,2,0.7780555000000001,0.9307880013957667,0.7776666666666668,0.9303228399757788
0.668,2,0.778888,0.9312439566704405,0.7773333333333332,0.9293851862978446
0.669,2,0.7797195,0.9316981790645111,0.7769999999999999,0.9284486089332447
0.67,2,0.7805500000000001,0.9321506643900764,0.7766666666666667,0.9275130988955983
0.671,2,0.7813795,0.9326014146656354,0.7763333333333333,0.9265786534184156
0.672,2,0.782208,0.9330504323454487,0.776,0.9256452701839769
0.673,2,0.7830355,0.9334977188846062,0.7756666666666666,0.9247129458985697
0.674,2,0.7838620000000001,0.9339432783177113,0.7753333333333334,0.923781679839477
0.675,2,0.7846875000000001,0.9343871111481923,0.775,0.9228514678006837
0.676,2,0.785512,0.9348292199758692,0.7746666666666665,0.92192230766851
0.677,2,0.7863355000000001,0.9352696074124378,0.7743333333333334,0.9209941973534591
0.678,2,0.787158,0.9357082751938006,0.774,0.920067133917208
0.679,2,0.7879794999999999,0.936145225687791,0.7736666666666665,0.9191411150591959
0.68,2,0.7888000000000001,0.9365804615418343,0.7733333333333333,0.9182161387665041
0.681,2,0.7896195,0.9370139844548246,0.773,0.917292202109471
0.682,2,0.7904380000000001,0.9374457964710059,0.7726666666666666,0.9163693025132023
0.683,2,0.7912555000000001,0.9378759001618667,0.7723333333333333,0.9154474379325198
0.684,2,0.792072,0.9383042988885218,0.7719999999999999,0.9145266071038225
0.685,2,0.7928875000000001,0.9387309919110667,0.7716666666666666,0.9136068047796269
0.686,2,0.7937020000000001,0.9391559837685564,0.7713333333333334,0.9126880308732325
0.687,2,0.7945154999999999,0.9395792760572543,0.7709999999999999,0.9117702824427504
