rho,delta,beta,alpha,mmse,mse_ridge_opt,alpha_LR
0.1,0.0,1.0,0.0,1.0,1.0,0.0
0.1,0.0,2.0,0.0,1.0,1.0,0.0
0.1,0.0,5.0,0.0,1.0,1.0,0.0
0.1,0.0,10.0,0.0,1.0,1.0,0.0
0.1,0.0,100.0,0.0,1.0,1.0,0.0
0.1,0.0,1000.0,0.0,1.0,1.0,0.0
0.1,0.0,Inf,0.0,1.0,1.0,0.0
0.1,0.0,1.0,0.005,0.9949878680956393,0.995,0.024999999999999998
0.1,0.0,2.0,0.005,0.9949754325982719,0.995,0.03333333333333333
0.1,0.0,5.0,0.005,0.9949374064885699,0.995,0.041666666666666664
0.1,0.0,10.0,0.005,0.9948731317918729,0.995,0.045454545454545456
0.1,0.0,100.0,0.005,0.9934440494560075,0.995,0.0495049504950495
0.1,0.0,1000.0,0.005,0.9720893229858604,0.995,0.049950049950049945
0.1,0.0,Inf,0.005,0.9452500000001166,0.995,0.049999999999999996
0.1,0.0,1.0,0.01,0.9899004007128477,0.99,0.049999999999999996
0.1,0.0,2.0,0.01,0.9897990653116209,0.99,0.06666666666666667
0.1,0.0,5.0,0.01,0.9894838917281163,0.99,0.08333333333333333
0.1,0.0,10.0,0.01,0.9889215780701139,0.99,0.09090909090909091
0.1,0.0,100.0,0.01,0.9717371193027874,0.99,0.099009900990099
0.1,0.0,1000.0,0.01,0.9081749866629593,0.99,0.09990009990009989
0.1,0.0,Inf,0.01,0.8909999999999434,0.99,0.09999999999999999
0.1,0.0,1.0,0.015,0.9846621803175757,0.985,0.075
0.1,0.0,2.0,0.015,0.9843113503509165,0.985,0.09999999999999999
0.1,0.0,5.0,0.015,0.9831771291459831,0.985,0.12499999999999999
0.1,0.0,10.0,0.015,0.9809964454017998,0.985,0.13636363636363635
0.1,0.0,100.0,0.015,0.9236411852420061,0.985,0.1485148514851485
0.1,0.0,1000.0,0.015,0.8487288048705974,0.985,0.14985014985014986
0.1,0.0,Inf,0.015,0.8372499999999866,0.985,0.15
0.1,0.0,1.0,0.02,0.9791934135222288,0.98,0.09999999999999999
0.1,0.0,2.0,0.02,0.9783333715954999,0.98,0.13333333333333333
0.1,0.0,5.0,0.02,0.9754110518068122,0.98,0.16666666666666666
0.1,0.0,10.0,0.02,0.969372390086066,0.98,0.18181818181818182
0.1,0.0,100.0,0.02,0.8609729257341796,0.98,0.198019801980198
0.1,0.0,1000.0,0.02,0.7924303165609716,0.98,0.19980019980019978
0.1,0.0,Inf,0.02,0.7840000000000041,0.98,0.19999999999999998
0.1,0.0,1.0,0.025,0.9734098113167485,0.975,0.125
0.1,0.0,2.0,0.025,0.9716601500518321,0.975,0.16666666666666666
0.1,0.0,5.0,0.025,0.965407274180626,0.975,0.20833333333333331
0.1,0.0,10.0,0.025,0.952024032815243,0.975,0.22727272727272727
0.1,0.0,100.0,0.025,0.7951351092913593,0.975,0.24752475247524752
0.1,0.0,1000.0,0.025,0.7378047788829116,0.975,0.24975024975024976
0.1,0.0,Inf,0.025,0.7312500000000046,0.975,0.25
0.1,0.0,1.0,0.03,0.9672209195196396,0.97,0.15
0.1,0.0,2.0,0.03,0.964058912588563,0.97,0.19999999999999998
0.1,0.0,5.0,0.03,0.9522949028823962,0.97,0.24999999999999997
0.1,0.0,10.0,0.03,0.927430854162873,0.97,0.2727272727272727
0.1,0.0,100.0,0.03,0.7318672148879499,0.97,0.297029702970297
0.1,0.0,1000.0,0.03,0.6842905835938093,0.97,0.2997002997002997
0.1,0.0,Inf,0.03,0.6789999999999973,0.97,0.3
0.1,0.0,1.0,0.035,0.9605316668141893,0.965,0.17500000000000002
0.1,0.0,2.0,0.035,0.9552765713722609,0.965,0.23333333333333334
0.1,0.0,5.0,0.035,0.9352844054595983,0.965,0.2916666666666667
0.1,0.0,10.0,0.035,0.8949300286246249,0.965,0.3181818181818182
0.1,0.0,100.0,0.035,0.6715436525551273,0.965,0.34653465346534656
0.1,0.0,1000.0,0.035,0.6316322161850808,0.965,0.34965034965034963
0.1,0.0,Inf,0.035,0.6272499999999956,0.965,0.35000000000000003
0.1,0.0,1.0,0.04,0.9532434326260741,0.96,0.19999999999999998
0.1,0.0,2.0,0.04,0.9450568081423975,0.96,0.26666666666666666
0.1,0.0,5.0,0.04,0.9137951675339172,0.96,0.3333333333333333
