rho,delta,beta,alpha,mmse,mse_ridge_opt
0.05,0.1,2.0,1.08,0.007308636065254448,0.2387856444554719
0.05,0.1,2.0,1.1,0.007166621324148026,0.23166247903554005
0.05,0.1,2.0,1.12,0.007030019749645788,0.22481338085566416
0.05,0.1,2.0,1.14,0.006898526045433284,0.21823069050575528
0.05,0.1,2.0,1.16,0.006771855325779841,0.21190641994557524
0.05,0.1,2.0,1.18,0.006649761463019099,0.20583232931581175
0.05,0.1,2.0,1.2,0.006531986952946656,0.20000000000000007
0.05,0.1,2.0,1.22,0.006418310989832698,0.19440090293338697
0.05,0.1,2.0,1.24,0.00630852309241603,0.18902646142032486
0.05,0.1,2.0,1.26,0.006202427934790866,0.18386810797320507
0.05,0.1,2.0,1.28,0.006099842461447569,0.17891733491393436
0.05,0.1,2.0,1.3,0.006000594126416403,0.17416573867739416
0.05,0.1,2.0,1.32,0.005904523487044955,0.16960505792204617
0.05,0.1,2.0,1.34,0.005811480184131579,0.16522720568516436
0.05,0.1,2.0,1.36,0.0057213233598200075,0.16102429592034306
0.05,0.1,2.0,1.38,0.005633920907336831,0.15698866482558416
0.05,0.1,2.0,1.4,0.005549148053124231,0.15311288741492757
0.05,0.1,2.0,1.42,0.005466888525725855,0.1493897898091745
0.05,0.1,2.0,1.44,0.0053870319943931655,0.14581245772583584
0.05,0.1,2.0,1.46,0.005309473424158884,0.14237424163885748
0.05,0.1,2.0,1.48,0.005234118165582058,0.1390687590584987
0.05,0.1,2.0,1.5,0.005160870979144638,0.1358898943540673
0.05,0.1,2.0,1.52,0.0050896453076847425,0.13283179650969057
0.05,0.1,2.0,1.54,0.005020358607930042,0.1298888751680798
0.05,0.1,2.0,1.56,0.004952925480094961,0.1270557952810576
0.05,0.1,2.0,1.58,0.004888625666517932,0.12432747064975602
0.05,0.1,2.0,1.6,0.004823372192348296,0.1216990566028302
0.05,0.1,2.0,1.62,0.004761100726858647,0.11916594202843755
0.05,0.1,2.0,1.64,0.004700416504381688,0.1167237409455183
0.05,0.1,2.0,1.66,0.004641259625285721,0.1143682837723311
0.05,0.1,2.0,1.68,0.004583573117838413,0.11209560842532762
0.05,0.1,2.0,1.7,0.004527302805016897,0.1099019513592785
0.05,0.1,2.0,1.72,0.00447239750933226,0.1077837386399847
0.05,0.1,2.0,1.74,0.004418807750445564,0.10573757712379672
0.05,0.1,2.0,1.76,0.00436648687214658,0.10376024580330079
0.05,0.1,2.0,1.78,0.004315390580912903,0.10184868736576258
0.05,0.1,2.0,1.8,0.004265475563168364,0.09999999999999998
0.05,0.1,2.0,1.82,0.004216703243669961,0.09821142947811445
0.05,0.1,2.0,1.84,0.004169032799921646,0.09648036153074202
0.05,0.1,2.0,1.86,0.004122428392443034,0.09480431452799642
0.05,0.1,2.0,1.88,0.004076854260420926,0.09318093247293335
0.05,0.1,2.0,1.9,0.00403227587952959,0.0916079783099617
0.05,0.1,2.0,1.92,0.003988663192443842,0.09008332754710002
0.05,0.1,2.0,1.94,0.003945983154617805,0.08860496218811764
0.05,0.1,2.0,1.96,0.0039042067588065388,0.08717096496837895
0.05,0.1,2.0,1.98,0.003863305609133505,0.08577951388648064
0.05,0.1,2.0,2.0,0.003823252313679637,0.08442887702247626
0.05,0.1,2.0,2.02,0.0037840213751167973,0.08311740763254094
0.05,0.1,2.0,2.04,0.003745587196402389,0.08184353950929046
0.05,0.1,2.0,2.06,0.0037079258659090675,0.08060578259654971
0.05,0.1,2.0,2.08,0.0036710141336022684,0.07940271884718242
0.05,0.1,2.0,2.1,0.003634829095293557,0.07823299831252684
0.05,0.1,2.0,2.12,0.0035993517869654656,0.07709533545207536
0.05,0.1,2.0,2.14,0.003564559721703664,0.07598850565221249
0.05,0.1,2.0,2.16,0.003530434346677769,0.07491134194308435
0.05,0.1,2.0,2.18,0.003496955843657834,0.07386273190298986
0.05,0.1,2.0,2.2,0.0034641061789550953,0.07284161474004813
0.05,0.1,2.0,2.22,0.0034318680321457906,0.07184697854127953
0.05,0.1,2.0,2.24,0.0034002243924869946,0.07087785767965826
0.05,0.1,2.0,2.26,0.003369158771024394,0.06993333037010685
0.05,0.1,2.0,2.28,0.003338656067273127,0.06901251636583705
0.05,0.1,2.0,2.3,0.00330870094918867,0.0681145747868609
0.05,0.1,2.0,2.32,0.0032792780831338852,0.06723870207292182
0.05,0.1,2.0,2.34,0.003250371553693565,0.06638413005349997
0.05,0.1,2.0,2.36,0.00322198974340393,0.06555012412795203
0.05,0.1,2.0,2.38,0.0031940670100158997,0.06473598154922822
0.05,0.1,2.0,2.4,0.0031666394062522807,0.06394102980498517
0.05,0.1,2.0,2.42,0.0031396784715929105,0.06316462509026699
0.05,0.1,2.0,2.44,0.0031131727139114274,0.062406150866270216
0.05,0.1,2.0,2.46,0.0030871107819978594,0.06166501650003242
0.05,0.1,2.0,2.48,0.003061481489821327,0.06094065598019216
0.05,0.1,2.0,2.5,0.0030362743864726927,0.0602325267042626
0.05,0.1,2.0,2.52,0.003011478832649961,0.059540108333134834
0.05,0.1,2.0,2.54,0.002987084970444198,0.05886290170879316
0.05,0.1,2.0,2.56,0.00296308321335903,0.058200427831466284
0.05,0.1,2.0,2.58,0.00293946403223988,0.05755222689267492
0.05,0.1,2.0,2.6,0.002916218360512257,0.05691785736085264
0.05,0.1,2.0,2.62,0.002893347439468452,0.05629689511642444
0.05,0.1,2.0,2.64,0.002870822535570916,0.055688932633419674
0.05,0.1,2.0,2.66,0.0028486454446327025,0.055093578204876814
0.05,0.1,2.0,2.68,0.0028268028961846436,0.054510455209469844
0.05,0.1,2.0,2.7,0.002805298279450863,0.05393920141694564
0.05,0.1,2.0,2.72,0.0027841184064973934,0.053379468330107094
0.05,0.1,2.0,2.74,0.002763255954301269,0.052830920561224626
0.05,0.1,2.0,2.76,0.0027427038346889976,0.052293235240882585
0.05,0.1,2.0,2.78,0.0027224551233514527,0.05176610145739491
0.05,0.1,2.0,2.8,0.0027025032297665064,0.05124921972503915
0.05,0.1,2.0,2.82,0.002682846650296944,0.050742301479462126
0.05,0.1,2.0,2.84,0.0026634690161653207,0.05024506859871658
0.05,0.1,2.0,2.86,0.002644369206759256,0.04975725294847999
0.05,0.1,2.0,2.88,0.00262554141016913,0.04927859595009454
0.05,0.1,2.0,2.9,0.00260697920916253,0.04880884817015141
0.05,0.1,2.0,2.92,0.00258867843076771,0.04834776893042103
0.05,0.1,2.0,2.94,0.002570632883871493,0.047895125936999405
0.05,0.1,2.0,2.96,0.002552837163784516,0.047450694927614556
0.05,0.1,2.0,2.98,0.002535289477840208,0.047014259336095376
0.05,0.1,2.0,3.0,0.002517974345687901,0.04658560997306527
0.05,0.1,2.0,3.02,0.0025008975177479575,0.04616454472198661
0.05,0.1,2.0,3.04,0.0024840508246727344,0.04575086824971808
0.05,0.1,2.0,3.06,0.0024674295233556576,0.04534439173081595
0.05,0.1,2.0,3.08,0.002451029240667313,0.04494493258483678
0.05,0.1,2.0,3.1,0.002434845534984076,0.04455231422595962
0.05,0.1,2.0,3.12,0.0024188740585000534,0.044166365824268916
0.05,0.1,2.0,3.14,0.0024031107846947952,0.043786922078092316
0.05,0.1,2.0,3.16,0.002387551671338417,0.04341382299681462
0.05,0.1,2.0,3.18,0.0023721923174628845,0.043046913693620126
0.05,0.1,2.0,3.2,0.0023570300978055236,0.0426860441876562
0.05,0.1,2.0,3.22,0.002342060048322381,0.042331069215130857
0.05,0.1,2.0,3.24,0.0023272790086503736,0.041981848048888715
0.05,0.1,2.0,3.26,0.0023126857567108416,0.04163824432603613
0.05,0.1,2.0,3.28,0.0022982695977114,0.04130012588320642
0.05,0.1,2.0,3.3,0.0022840344623192843,0.040967364599085565
0.05,0.1,2.0,3.32,0.0022699744417009615,0.04063983624383238
0.05,0.1,2.0,3.34,0.0022560865101403094,0.04031742033505192
0.05,0.1,2.0,3.36,0.002242367598460193,0.040000000000000036
0.05,0.1,2.0,3.38,0.002228814372615573,0.0396874618437113
0.05,0.1,2.0,3.4,0.002215424028012447,0.03937969582276257
0.05,0.1,2.0,3.42,0.0022021937449759887,0.039076595124398206
0.05,0.1,2.0,3.44,0.0021891203746273735,0.03877805605075757
0.05,0.1,2.0,3.46,0.0021762014205206626,0.038483977907960765
0.05,0.1,2.0,3.48,0.0021634332488380537,0.03819426289982131
0.05,0.1,2.0,3.5,0.002150815517033,0.037908816025965186
0.05,0.1,2.0,3.52,0.002138343377340979,0.03762754498414733
0.05,0.1,2.0,3.54,0.002126015002522741,0.037350360076572
0.05,0.1,2.0,3.56,0.002113825992221874,0.03707717412002742
0.05,0.1,2.0,3.58,0.0021017799214846367,0.03680790235965736
0.05,0.1,2.0,3.6,0.002089868361879743,0.03654246238620473
0.05,0.1,2.0,3.62,0.0020780911461617535,0.036280774056564824
0.05,0.1,2.0,3.64,0.002066445863403432,0.03602275941749966
0.05,0.1,2.0,3.66,0.002054930431932167,0.03576834263236717
0.05,0.1,2.0,3.68,0.0020435424745356423,0.035517449910733245
0.05,0.1,2.0,3.7,0.0020322800820926634,0.03527000944073222
0.05,0.1,2.0,3.72,0.002021141339124455,0.03502595132405828
0.05,0.1,2.0,3.74,0.00201012386662891,0.034785207513466476
0.05,0.1,2.0,3.76,0.0019992259398851076,0.034547711752676125
0.05,0.1,2.0,3.78,0.0019884455241705457,0.03431339951856893
0.05,0.1,2.0,3.8,0.0019777806366171324,0.03408220796558292
0.05,0.1,2.0,3.82,0.0019672296724295713,0.033854075872205125
0.05,0.1,2.0,3.84,0.0019567903330213188,0.03362894358947477
0.05,0.1,2.0,3.86,0.0019464611343485982,0.03340675299140916
0.05,0.1,2.0,3.88,0.0019362413803322154,0.0331874474272692
0.05,0.1,2.0,3.9,0.0019261279127071873,0.032970971675589045
0.05,0.1,2.0,3.92,0.0019161362753742361,0.03275727189989286
0.05,0.1,2.0,3.94,0.001906214283801888,0.03254629560602795
0.05,0.1,2.0,3.96,0.0018964111154823327,0.03233799160104911
0.05,0.1,2.0,3.98,0.0018867082790960943,0.03213230995358651
0.05,0.1,2.0,4.0,0.0018771042307491603,0.03192920195563742
0.05,0.1,2.0,4.02,0.0018675974688682206,0.03172862008572308
0.05,0.1,2.0,4.04,0.0018581879650830802,0.031530517973354044
0.05,0.1,2.0,4.06,0.0018488699446682633,0.0313348503647527
0.05,0.1,2.0,4.08,0.0018396462695455806,0.03114157308977794
0.05,0.1,2.0,4.1,0.001830514170914399,0.03095064303000905
0.05,0.1,2.0,4.12,0.0018214723119704956,0.030762018087937104
0.05,0.1,2.0,4.14,0.0018125193686718832,0.030575657157223435
0.05,0.1,2.0,4.16,0.001803653941670147,0.030391520093980717
0.05,0.1,2.0,4.18,0.0017948748655389757,0.030209567689037042
0.05,0.1,2.0,4.2,0.0017861808426372638,0.030029761641144237
0.05,0.1,2.0,4.22,0.0017775706449891793,0.02985206453109379
0.05,0.1,2.0,4.24,0.0017690429580974332,0.0296764397967042
0.05,0.1,2.0,4.26,0.0017605968447441667,0.02950285170864808
0.05,0.1,2.0,4.28,0.0017522309171923434,0.029331265347082525
0.05,0.1,2.0,4.3,0.001743944147084897,0.029161646579058176
0.05,0.1,2.0,4.32,0.0017357353431816103,0.02899396203667126
0.05,0.1,2.0,4.34,0.001727603513078213,0.028828179095933937
0.05,0.1,2.0,4.36,0.001719547483282291,0.028664265856334414
0.05,0.1,2.0,4.38,0.001711566275326759,0.02850219112106278
0.05,0.1,2.0,4.4,0.001703658756165627,0.02834192437787386
0.05,0.1,2.0,4.42,0.0016958239850208834,0.028183435780568922
0.05,0.1,2.0,4.44,0.0016880609739234886,0.028026696131066897
0.05,0.1,2.0,4.46,0.0016803686979666166,0.027871676862049832
0.05,0.1,2.0,4.48,0.0016727459689909185,0.027718350020156435
0.05,0.1,2.0,4.5,0.001665192582437247,0.02756668824970654
0.05,0.1,2.0,4.52,0.0016577068214652657,0.02741666477693616
0.05,0.1,2.0,4.54,0.0016502880971140943,0.027268253394725606
0.05,0.1,2.0,4.56,0.0016429353983287154,0.027121428447800744
0.05,0.1,2.0,4.58,0.0016356480458101785,0.026976164818394155
0.05,0.1,2.0,4.6,0.0016284249986077137,0.026832437912345908
0.05,0.1,2.0,4.62,0.0016212653814170475,0.026690223645630562
0.05,0.1,2.0,4.64,0.001614168563338958,0.026549498431295726
0.05,0.1,2.0,4.66,0.0016071336182531537,0.026410239166795857
0.05,0.1,2.0,4.68,0.0016001596960111275,0.02627242322170875
0.05,0.1,2.0,4.7,0.001593246024722328,0.0261360284258223
0.05,0.1,2.0,4.72,0.0015863917928015114,0.026001033057575507
0.05,0.1,2.0,4.74,0.0015795963596645368,0.025867415832846352
0.05,0.1,2.0,4.76,0.0015728588578887148,0.025735155894069273
0.05,0.1,2.0,4.78,0.0015661784793602473,0.025604232799675275
0.05,0.1,2.0,4.8,0.0015595552247328337,0.025474626513841025
0.05,0.1,2.0,4.82,0.0015529867844585876,0.025346317396539142
0.05,0.1,2.0,4.84,0.0015464736310455418,0.025219286193876034
0.05,0.1,2.0,4.86,0.0015400154391741472,0.02509351402870985
0.05,0.1,2.0,4.88,0.0015336106805502459,0.02496898239154044
0.05,0.1,2.0,4.9,0.0015272588215772265,0.02484567313165864
0.05,0.1,2.0,4.92,0.0015209596905950695,0.024723568448549615
0.05,0.1,2.0,4.94,0.0015147120913180379,0.0246026508835403
0.05,0.1,2.0,4.96,0.0015085157006802241,0.024482903311682347
0.05,0.1,2.0,4.98,0.0015023697467310138,0.02436430893386632
0.05,0.1,2.0,5.0,0.0014962736153405487,0.024246851269153935
