alpha,gen_error_mean,gen_error_std
0.05,6.360921511738839e-14,9.41192393026902e-16
0.1,1.2744569751384682e-13,6.0919390184599356e-15
0.15,7.189161852999681e-07,5.810087731657926e-07
0.2,7.765751964446583e-09,6.087882150009835e-09
0.25,4.8928846915562945e-05,1.4327335114905362e-05
0.3,0.059590503268771695,0.007551861488854739
0.33,0.11603179315123896,0.008820256571078504
