rho,delta,beta,alpha,mmse,mse_ridge_opt
1.0,0.1,1.0,0.31,0.7150326822304881,0.7274638713233743
0.2,0.1,2.0,0.31,0.3249836804703803,0.7274638713233743
1.0,0.1,2.0,0.31,0.703890247483141,0.7274638713233743
0.2,0.1,1.0,0.32,0.4729362156938567,0.7190687590584988
1.0,0.1,1.0,0.32,0.7057473604352766,0.7190687590584988
0.2,0.1,2.0,0.32,0.30239651008047674,0.7190687590584988
1.0,0.1,2.0,0.32,0.6938899726713159,0.7190687590584988
0.2,0.1,1.0,0.33,0.4528214120842886,0.7107052971246658
1.0,0.1,1.0,0.33,0.6964771547361768,0.7107052971246658
0.2,0.1,2.0,0.33,0.2815274395234795,0.7107052971246658
1.0,0.1,2.0,0.33,0.6839013504887858,0.7107052971246658
0.2,0.1,1.0,0.34,0.43305293335971207,0.7023742416388575
1.0,0.1,1.0,0.34,0.6872251723870693,0.7023742416388575
0.2,0.1,2.0,0.34,0.26245155412624155,0.7023742416388575
1.0,0.1,2.0,0.34,0.6739296266255995,0.7023742416388575
0.2,0.1,1.0,0.35,0.4136828800062313,0.6940763653560054
1.0,0.1,1.0,0.35,0.6779944726131426,0.6940763653560054
0.2,0.1,2.0,0.35,0.24511508561088824,0.6940763653560054
1.0,0.1,2.0,0.35,0.6639800146664134,0.6940763653560054
0.2,0.1,1.0,0.36,0.394762060009307,0.6858124577258358
1.0,0.1,1.0,0.36,0.6687882795085038,0.6858124577258358
0.2,0.1,2.0,0.36,0.22940845125374698,0.6858124577258358
1.0,0.1,2.0,0.36,0.6540576930739015,0.6858124577258358
0.2,0.1,1.0,0.37,0.3763395050138,0.677583324917525
1.0,0.1,1.0,0.37,0.6596096921995906,0.677583324917525
0.2,0.1,2.0,0.37,0.2151973219925185,0.677583324917525
1.0,0.1,2.0,0.37,0.6441677894930091,0.677583324917525
0.2,0.1,1.0,0.38,0.35846186004528346,0.6693897898091744
1.0,0.1,1.0,0.38,0.6504619103769034,0.6693897898091744
0.2,0.1,2.0,0.38,0.20234003106383391,0.6693897898091744
1.0,0.1,2.0,0.38,0.6343153667249489,0.6693897898091744
0.2,0.1,1.0,0.39,0.34117272517077024,0.661232691938992
1.0,0.1,1.0,0.39,0.6413481102324494,0.661232691938992
0.2,0.1,2.0,0.39,0.1906979157863421,0.661232691938992
1.0,0.1,2.0,0.39,0.6245054101774778,0.661232691938992
0.2,0.1,1.0,0.4,0.3245118322519438,0.6531128874149275
1.0,0.1,1.0,0.4,0.632271465522613,0.6531128874149275
0.2,0.1,2.0,0.4,0.1801404440387817,0.6531128874149275
1.0,0.1,2.0,0.4,0.6147428166252035,0.6531128874149275
0.2,0.1,1.0,0.41,0.3085143393821581,0.6450312487793923
1.0,0.1,1.0,0.41,0.6232351179693074,0.6450312487793923
0.2,0.1,2.0,0.41,0.17054825891497627,0.6450312487793923
1.0,0.1,2.0,0.41,0.6050323841269486,0.6450312487793923
0.2,0.1,1.0,0.42,0.29321010559770155,0.6369886648255842
1.0,0.1,1.0,0.42,0.6142422620830483,0.6369886648255842
0.2,0.1,2.0,0.42,0.16181416797022452,0.6369886648255842
1.0,0.1,2.0,0.42,0.5953788029615991,0.6369886648255842
0.2,0.1,1.0,0.43,0.27862313397137695,0.6289860403618383
1.0,0.1,1.0,0.43,0.605295953037182,0.6289860403618383
0.2,0.1,2.0,0.43,0.1538423809480226,0.6289860403618383
1.0,0.1,2.0,0.43,0.5857866474585529,0.6289860403618383
0.2,0.1,1.0,0.44,0.2647712179964904,0.6210242959203431
1.0,0.1,1.0,0.44,0.5963992794773163,0.6210242959203431
0.2,0.1,2.0,0.44,0.14654849856463614,0.6210242959203431
1.0,0.1,2.0,0.44,0.5762603686135536,0.6210242959203431
0.2,0.1,1.0,0.45,0.2516660097622967,0.6131043674065006
1.0,0.1,1.0,0.45,0.5875552652526268,0.6131043674065006
0.2,0.1,2.0,0.45,0.1398581865952132,0.6131043674065006
1.0,0.1,2.0,0.45,0.5668042873948466,0.6131043674065006
0.2,0.1,1.0,0.46,0.23931356932361914,0.6052272056851644
1.0,0.1,1.0,0.46,0.578766947446243,0.6052272056851644
0.2,0.1,2.0,0.46,0.13370619724766675,0.6052272056851644
1.0,0.1,2.0,0.46,0.5574225886581787,0.6052272056851644
0.2,0.1,1.0,0.47,0.22771727361776994,0.5973937760999779
1.0,0.1,1.0,0.47,0.5700372290669545,0.5973937760999779
0.2,0.1,2.0,0.47,0.1280353015282477,0.5973937760999779
1.0,0.1,2.0,0.47,0.5481193156018911,0.5973937760999779
0.2,0.1,1.0,0.48,0.21688198817978732,0.5896050579220461
1.0,0.1,1.0,0.48,0.5613689883048283,0.5896050579220461
0.2,0.1,2.0,0.48,0.12279531718431047,0.5896050579220461
1.0,0.1,2.0,0.48,0.5388983540233621,0.5896050579220461
0.2,0.1,1.0,0.49,0.20678914965842443,0.5818620437242255
1.0,0.1,1.0,0.49,0.5527650625301372,0.5818620437242255
0.2,0.1,2.0,0.49,0.1179422212235246,0.5818620437242255
1.0,0.1,2.0,0.49,0.5297634782527083,0.5818620437242255
0.2,0.1,1.0,0.5,0.1974013245728793,0.5741657386773942
1.0,0.1,1.0,0.5,0.5442282013726649,0.5741657386773942
0.2,0.1,2.0,0.5,0.11343727212615695,0.5741657386773942
1.0,0.1,2.0,0.5,0.5207182538953486,0.5741657386773942
0.2,0.1,1.0,0.51,0.18867408505081784,0.5665171597651985
1.0,0.1,1.0,0.51,0.535761079998188,0.5665171597651985
0.2,0.1,2.0,0.51,0.10924642740212931,0.5665171597651985
1.0,0.1,2.0,0.51,0.5117661146259309,0.5665171597651985
0.2,0.1,1.0,0.52,0.18056064188804988,0.5589173349139344
1.0,0.1,1.0,0.52,0.5273663315433715,0.5589173349139344
0.2,0.1,2.0,0.52,0.10533964532205298,0.5589173349139344
1.0,0.1,2.0,0.52,0.502910320438242,0.5589173349139344
0.2,0.1,1.0,0.53,0.17301436204207798,0.5513673020344474
1.0,0.1,1.0,0.53,0.5190464713412941,0.5513673020344474
0.2,0.1,2.0,0.53,0.10169036911112639,0.5513673020344474
1.0,0.1,2.0,0.53,0.49415399924106673,0.5513673020344474
0.2,0.1,1.0,0.54,0.16599027195339955,0.5438681079732051
1.0,0.1,1.0,0.54,0.5108039513402012,0.5438681079732051
0.2,0.1,2.0,0.54,0.09827510296228947,0.5438681079732051
1.0,0.1,2.0,0.54,0.48550005716217515,0.5438681079732051
0.2,0.1,1.0,0.55,0.15944580504746264,0.5364208073700241
1.0,0.1,1.0,0.55,0.502641071900016,0.5364208073700241
0.2,0.1,2.0,0.55,0.09507296100543405,0.5364208073700241
1.0,0.1,2.0,0.55,0.47695126458806925,0.5364208073700241
0.2,0.1,1.0,0.56,0.153341282924206,0.5290264614203248
1.0,0.1,1.0,0.56,0.4945603084135418,0.5290264614203248
0.2,0.1,2.0,0.56,0.09206537028073725,0.5290264614203248
1.0,0.1,2.0,0.56,0.46851021082846767,0.5290264614203248
0.2,0.1,1.0,0.57,0.14764004247525697,0.5216861365402363
1.0,0.1,1.0,0.57,0.48656364741007607,0.5216861365402363
0.2,0.1,2.0,0.57,0.08923576972879155,0.5216861365402363
1.0,0.1,2.0,0.57,0.4601793116326557,0.5216861365402363
0.2,0.1,1.0,0.58,0.14230842475446648,0.5144009029333871
1.0,0.1,1.0,0.58,0.4786532332610237,0.5144009029333871
0.2,0.1,2.0,0.58,0.08656934691543683,0.5144009029333871
1.0,0.1,2.0,0.58,0.4519607749554222,0.5144009029333871
0.2,0.1,1.0,0.59,0.13731565389029698,0.5071718330588068
1.0,0.1,1.0,0.59,0.4708310677883193,0.5071718330588068
0.2,0.1,2.0,0.59,0.08405284137065228,0.5071718330588068
1.0,0.1,2.0,0.59,0.4438566938776688,0.5071718330588068
0.2,0.1,1.0,0.6,0.13263382585960282,0.5000000000000001
1.0,0.1,1.0,0.6,0.46309903942550834,0.5000000000000001
0.2,0.1,2.0,0.6,0.08167433966451487,0.5000000000000001
1.0,0.1,2.0,0.6,0.43586893522317693,0.5000000000000001
0.2,0.1,1.0,0.61,0.12823738984019295,0.4928864757359792
1.0,0.1,1.0,0.61,0.45545890681700074,0.4928864757359792
0.2,0.1,2.0,0.61,0.07942308881413906,0.4928864757359792
1.0,0.1,2.0,0.61,0.4279992003049108,0.4928864757359792
0.2,0.1,1.0,0.62,0.12410327346956573,0.48583232931581166
1.0,0.1,1.0,0.62,0.4479123776098016,0.48583232931581166
0.2,0.1,2.0,0.62,0.07728942426128127,0.48583232931581166
1.0,0.1,2.0,0.62,0.4202490121109764,0.48583232931581166
0.2,0.1,1.0,0.63,0.12021052201244431,0.4788386249390839
1.0,0.1,1.0,0.63,0.44046101472818044,0.4788386249390839
0.2,0.1,2.0,0.63,0.0752646497773013,0.4788386249390839
1.0,0.1,2.0,0.63,0.41261971591814905,0.4788386249390839
0.2,0.1,1.0,0.64,0.11654011902694239,0.47190641994557514
1.0,0.1,1.0,0.64,0.4331062784030152,0.47190641994557514
0.2,0.1,2.0,0.64,0.07334078298509883,0.47190641994557514
1.0,0.1,2.0,0.64,0.40511248034361,0.47190641994557514
0.2,0.1,1.0,0.65,0.11307481453618828,0.4650367627183861
1.0,0.1,1.0,0.65,0.42584951992441133,0.4650367627183861
0.2,0.1,2.0,0.65,0.07151065940217916,0.4650367627183861
1.0,0.1,2.0,0.65,0.3977282988420737,0.4650367627183861
0.2,0.1,1.0,0.66,0.10979896771381792,0.45823069050575527
1.0,0.1,1.0,0.66,0.41869197578162487,0.45823069050575527
0.2,0.1,2.0,0.66,0.06976773253974611,0.45823069050575527
1.0,0.1,2.0,0.66,0.39046799165252355,0.45823069050575527
0.2,0.1,1.0,0.67,0.10669831165413013,0.4514892271678248
1.0,0.1,1.0,0.67,0.41163475101409674,0.4514892271678248
0.2,0.1,2.0,0.67,0.06810604881129068,0.4514892271678248
1.0,0.1,2.0,0.67,0.383332208195468,0.4514892271678248
0.2,0.1,1.0,0.68,0.1037599343071981,0.44481338085566413
1.0,0.1,1.0,0.68,0.4046791613885433,0.44481338085566413
0.2,0.1,2.0,0.68,0.06652016683816009,0.44481338085566413
1.0,0.1,2.0,0.68,0.3763214299179739,0.44481338085566413
0.2,0.1,1.0,0.69,0.10097206262607461,0.4382041416309228
1.0,0.1,1.0,0.69,0.3978253110774106,0.4382041416309228
0.2,0.1,2.0,0.69,0.06500511439990853,0.4382041416309228
1.0,0.1,2.0,0.69,0.36943597357993974,0.4382041416309228
0.2,0.1,1.0,0.7,0.09832396315053482,0.4316624790355401
1.0,0.1,1.0,0.7,0.39107472157483447,0.4316624790355401
0.2,0.1,2.0,0.7,0.06355633469089228,0.4316624790355401
1.0,0.1,2.0,0.7,0.3626759949711186,0.4316624790355401
0.2,0.1,1.0,0.71,0.09580584806038106,0.42518933962198124
1.0,0.1,1.0,0.71,0.38442782165172074,0.42518933962198124
0.2,0.1,2.0,0.71,0.06216964696216554,0.42518933962198124
1.0,0.1,2.0,0.71,0.35604149304445964,0.42518933962198124
0.2,0.1,1.0,0.72,0.09340877607941334,0.41878564445547206
1.0,0.1,1.0,0.72,0.3778851657549175,0.41878564445547206
0.2,0.1,2.0,0.72,0.06084120970777096,0.41878564445547206
1.0,0.1,2.0,0.72,0.3495323144474558,0.41878564445547206
0.2,0.1,1.0,0.73,0.09112456569280958,0.4124522866006588
1.0,0.1,1.0,0.73,0.3714471961000235,0.4124522866006588
0.2,0.1,2.0,0.73,0.05956748470720086,0.4124522866006588
1.0,0.1,2.0,0.73,0.3431481584294529,0.4124522866006588
0.2,0.1,1.0,0.74,0.08894572450965221,0.4061901286060018
1.0,0.1,1.0,0.74,0.3651142258610922,0.4061901286060018
0.2,0.1,2.0,0.74,0.05834521243574775,0.4061901286060018
1.0,0.1,2.0,0.74,0.336888582099387,0.4061901286060018
0.2,0.1,1.0,0.75,0.08686538329102633,0.4
1.0,0.1,1.0,0.75,0.35888647246241256,0.4
0.2,0.1,2.0,0.75,0.057171373941585446,0.4
1.0,0.1,2.0,0.75,0.3307530060052244,0.4
0.2,0.1,1.0,0.76,0.08487722941877485,0.39388269481403293
1.0,0.1,1.0,0.76,0.35276404112762993,0.39388269481403293
0.2,0.1,2.0,0.76,0.05604317566683892,0.39388269481403293
1.0,0.1,2.0,0.76,0.32474072000356424,0.39388269481403293
0.2,0.1,1.0,0.77,0.08297546474412165,0.38783896914715854
1.0,0.1,1.0,0.77,0.34674692838489174,0.38783896914715854
0.2,0.1,2.0,0.77,0.05495811412997764,0.38783896914715854
1.0,0.1,2.0,0.77,0.3188508655896991,0.38783896914715854
0.2,0.1,1.0,0.78,0.08115474650168086,0.3818695387886216
1.0,0.1,1.0,0.78,0.3408350245113888,0.3818695387886216
0.2,0.1,2.0,0.78,0.053913710661045444,0.3818695387886216
1.0,0.1,2.0,0.78,0.3130825318171917,0.3818695387886216
0.2,0.1,1.0,0.79,0.07941014078565223,0.3759750769140807
1.0,0.1,1.0,0.79,0.3350281205520369,0.3759750769140807
0.2,0.1,2.0,0.79,0.052907780780602875,0.3759750769140807
1.0,0.1,2.0,0.79,0.3074346350696512,0.3759750769140807
0.2,0.1,1.0,0.8,0.07773712735142801,0.3701562118716425
1.0,0.1,1.0,0.8,0.32932590340510626,0.3701562118716425
0.2,0.1,2.0,0.8,0.05193826043162453,0.3701562118716425
1.0,0.1,2.0,0.8,0.3019060056922933,0.3701562118716425
0.2,0.1,1.0,0.81,0.0761314772785241,0.36441352507368874
1.0,0.1,1.0,0.81,0.32372794284254724,0.36441352507368874
0.2,0.1,2.0,0.81,0.051003231798371185,0.36441352507368874
1.0,0.1,2.0,0.81,0.29649537580806695,0.36441352507368874
0.2,0.1,1.0,0.82,0.0745893099245527,0.3587475490101846
1.0,0.1,1.0,0.82,0.3182337781129957,0.3587475490101846
0.2,0.1,2.0,0.82,0.05010089888786062,0.3587475490101846
1.0,0.1,2.0,0.82,0.2912013861651802,0.3587475490101846
0.2,0.1,1.0,0.83,0.07310702306939543,0.35315876539866076
1.0,0.1,1.0,0.83,0.3128427968837241,0.35315876539866076
0.2,0.1,2.0,0.83,0.04922947191013416,0.35315876539866076
1.0,0.1,2.0,0.83,0.286022593013194,0.35315876539866076
0.2,0.1,1.0,0.84,0.07168127558655046,0.3476476034853718
1.0,0.1,1.0,0.84,0.3075543034096957,0.3476476034853718
0.2,0.1,2.0,0.84,0.048387806413693335,0.3476476034853718
1.0,0.1,2.0,0.84,0.28095747497056345,0.3476476034853718
0.2,0.1,1.0,0.85,0.07030896240265183,0.342214438511238
1.0,0.1,1.0,0.85,0.30236759589432327,0.342214438511238
0.2,0.1,2.0,0.85,0.0475740165375389,0.342214438511238
1.0,0.1,2.0,0.85,0.27600443984792444,0.342214438511238
0.2,0.1,1.0,0.86,0.06898719672896902,0.33685959035509727
1.0,0.1,1.0,0.86,0.29728177516062537,0.33685959035509727
0.2,0.1,2.0,0.86,0.046786886184727816,0.33685959035509727
1.0,0.1,2.0,0.86,0.2711618313932558,0.33685959035509727
0.2,0.1,1.0,0.87,0.06771329283401561,0.33158332236553467
1.0,0.1,1.0,0.87,0.29229594928248703,0.33158332236553467
0.2,0.1,2.0,0.87,0.0460251379843416,0.33158332236553467
1.0,0.1,2.0,0.87,0.2664279359271592,0.33158332236553467
0.2,0.1,1.0,0.88,0.06648474575441787,0.3263858403911275
1.0,0.1,1.0,0.88,0.28740906965096336,0.3263858403911275
0.2,0.1,2.0,0.88,0.04528757516506421,0.3263858403911275
1.0,0.1,2.0,0.88,0.26180098883890535,0.3263858403911275
0.2,0.1,1.0,0.89,0.06529922124360465,0.32126729201736937
1.0,0.1,1.0,0.89,0.28262028093886793,0.32126729201736937
0.2,0.1,2.0,0.89,0.04457307479653572,0.32126729201736937
1.0,0.1,2.0,0.89,0.2572791809164978,0.32126729201736937
0.2,0.1,1.0,0.9,0.06415453801681503,0.316227766016838
1.0,0.1,1.0,0.9,0.27792828148109083,0.316227766016838
0.2,0.1,2.0,0.9,0.04388057949210178,0.316227766016838
1.0,0.1,2.0,0.9,0.2528606644867597,0.316227766016838
0.2,0.1,1.0,0.91,0.06304865709232399,0.31126729201736947
1.0,0.1,1.0,0.91,0.27333196552994543,0.31126729201736947
0.2,0.1,2.0,0.91,0.043209095648900964,0.31126729201736947
1.0,0.1,2.0,0.91,0.24854355934432515,0.31126729201736947
0.2,0.1,1.0,0.92,0.06197967015433259,0.3063858403911275
1.0,0.1,1.0,0.92,0.26883011489952935,0.3063858403911275
0.2,0.1,2.0,0.92,0.04255769375473695,0.3063858403911275
1.0,0.1,2.0,0.92,0.24432595845131067,0.3063858403911275
0.2,0.1,1.0,0.93,0.06094579042790027,0.30158332236553465
1.0,0.1,1.0,0.93,0.2644214616363062,0.30158332236553465
0.2,0.1,2.0,0.93,0.04192548900796578,0.30158332236553465
1.0,0.1,2.0,0.93,0.24020593339237473,0.30158332236553465
0.2,0.1,1.0,0.94,0.05994534247040817,0.29685959035509724
1.0,0.1,1.0,0.94,0.2601046943272409,0.29685959035509724
0.2,0.1,2.0,0.94,0.0413116520738005,0.29685959035509724
1.0,0.1,2.0,0.94,0.2361815395727208,0.29685959035509724
0.2,0.1,1.0,0.95,0.05897675796025281,0.2922144385112381
1.0,0.1,1.0,0.95,0.25587846249020685,0.2922144385112381
0.2,0.1,2.0,0.95,0.040715399513461814,0.2922144385112381
1.0,0.1,2.0,0.95,0.23225082114940798,0.2922144385112381
0.2,0.1,1.0,0.96,0.05803855574290839,0.2876476034853718
1.0,0.1,1.0,0.96,0.25174137876421343,0.2876476034853718
0.2,0.1,2.0,0.96,0.040135993679141224,0.2876476034853718
1.0,0.1,2.0,0.96,0.2284118156895556,0.2876476034853718
0.2,0.1,1.0,0.97,0.05712934941656134,0.2831587653986607
1.0,0.1,1.0,0.97,0.24769202986552563,0.2831587653986607
0.2,0.1,2.0,0.97,0.03957273350227364,0.2831587653986607
1.0,0.1,2.0,0.97,0.22466255854904194,0.2831587653986607
0.2,0.1,1.0,0.98,0.056247832607957626,0.2787475490101846
1.0,0.1,1.0,0.98,0.24372896877601558,0.2787475490101846
0.2,0.1,2.0,0.98,0.039024959361593226,0.2787475490101846
1.0,0.1,2.0,0.98,0.22100108697094645,0.2787475490101846
0.2,0.1,1.0,0.99,0.05539277605879822,0.27441352507368877
1.0,0.1,1.0,0.99,0.23985072746195935,0.27441352507368877
0.2,0.1,2.0,0.99,0.038492043329922065,0.27441352507368877
1.0,0.1,2.0,0.99,0.21742544390698848,0.27441352507368877
0.2,0.1,1.0,1.0,0.05456302156379056,0.2701562118716425
1.0,0.1,1.0,1.0,0.2360558239301902,0.2701562118716425
0.2,0.1,2.0,1.0,0.03797339528148658,0.2701562118716425
1.0,0.1,2.0,1.0,0.2139336815579217,0.2701562118716425
0.2,0.1,1.0,1.01,0.0537574750559634,0.26597507691408073
1.0,0.1,1.0,1.01,0.23234275214952516,0.26597507691408073
0.2,0.1,2.0,1.01,0.037468452200698055,0.26597507691408073
1.0,0.1,2.0,1.01,0.21052386464078898,0.26597507691408073
0.2,0.1,1.0,1.02,0.05297510458655896,0.2618695387886216
1.0,0.1,1.0,1.02,0.22871000094259175,0.2618695387886216
0.2,0.1,2.0,1.02,0.03697668153909328,0.2618695387886216
1.0,0.1,2.0,1.02,0.20719407338757145,0.2618695387886216
0.2,0.1,1.0,1.03,0.05221493517276732,0.25783896914715865
