rho,delta,beta,alpha,mmse,mse_ridge_opt,alpha_LR
0.1,0.1,5.0,0.0,1.0,1.0,0.0
0.2,0.1,5.0,0.0,1.0,1.0,0.0
0.5,0.1,5.0,0.0,1.0,1.0,0.0
1.0,0.1,5.0,0.0,1.0,1.0,0.0
2.0,0.1,5.0,0.0,1.0,1.0,0.0
0.1,0.1,5.0,0.005,0.9954096224000514,0.9954564307497449,0.041666666666666664
0.2,0.1,5.0,0.005,0.9954450168422377,0.9954564307497449,0.020833333333333332
0.5,0.1,5.0,0.005,0.9954548388073857,0.9954564307497449,0.008333333333333333
1.0,0.1,5.0,0.005,0.9954562391132072,0.9954564307497449,0.004166666666666667
2.0,0.1,5.0,0.005,0.9954565891111292,0.9954564307497449,0.0020833333333333333
0.1,0.1,5.0,0.01,0.9905327187821662,0.9909166603063145,0.08333333333333333
0.2,0.1,5.0,0.01,0.9908234378791421,0.9909166603063145,0.041666666666666664
0.5,0.1,5.0,0.01,0.9909020312432167,0.9909166603063145,0.016666666666666666
1.0,0.1,5.0,0.01,0.9909131706820621,0.9909166603063145,0.008333333333333333
2.0,0.1,5.0,0.01,0.99091595302796,0.9909166603063145,0.004166666666666667
0.1,0.1,5.0,0.015,0.9850378273403446,0.9863807314108489,0.12499999999999999
0.2,0.1,5.0,0.015,0.9860647850136381,0.9863807314108489,0.06249999999999999
0.5,0.1,5.0,0.015,0.986331077548148,0.9863807314108489,0.024999999999999998
1.0,0.1,5.0,0.015,0.9863684731339927,0.9863807314108489,0.012499999999999999
2.0,0.1,5.0,0.015,0.9863778037043436,0.9863807314108489,0.0062499999999999995
0.1,0.1,5.0,0.02,0.9785074718939268,0.9818486873657627,0.16666666666666666
0.2,0.1,5.0,0.02,0.981095604189979,0.9818486873657627,0.08333333333333333
0.5,0.1,5.0,0.02,0.981731376612231,0.9818486873657627,0.03333333333333333
1.0,0.1,5.0,0.02,0.9818195613715969,0.9818486873657627,0.016666666666666666
2.0,0.1,5.0,0.02,0.9818415339425393,0.9818486873657627,0.008333333333333333
0.1,0.1,5.0,0.025,0.9704137391292781,0.9773205720422296,0.20833333333333331
0.2,0.1,5.0,0.025,0.9758386593038976,0.9773205720422296,0.10416666666666666
0.5,0.1,5.0,0.025,0.9770925111481283,0.9773205720422296,0.041666666666666664
1.0,0.1,5.0,0.025,0.9772638884363644,0.9773205720422296,0.020833333333333332
2.0,0.1,5.0,0.025,0.9773065192557561,0.9773205720422296,0.010416666666666666
0.1,0.1,5.0,0.03,0.9601480175882766,0.9727964298877411,0.24999999999999997
0.2,0.1,5.0,0.03,0.9702127418258785,0.9727964298877411,0.12499999999999999
0.5,0.1,5.0,0.03,0.9724043412856355,0.9727964298877411,0.049999999999999996
1.0,0.1,5.0,0.03,0.9726990222482355,0.9727964298877411,0.024999999999999998
2.0,0.1,5.0,0.03,0.972772189680417,0.9727964298877411,0.012499999999999999
0.1,0.1,5.0,0.035,0.9471212011908242,0.9682763059337357,0.2916666666666667
0.2,0.1,5.0,0.035,0.964133881971182,0.9682763059337357,0.14583333333333334
0.5,0.1,5.0,0.035,0.9676569811476446,0.9682763059337357,0.05833333333333334
1.0,0.1,5.0,0.035,0.9681226061675504,0.9682763059337357,0.02916666666666667
2.0,0.1,5.0,0.035,0.9682379884384364,0.9682763059337357,0.014583333333333335
0.1,0.1,5.0,0.04,0.9308768976859753,0.9637602458033007,0.3333333333333333
0.2,0.1,5.0,0.04,0.9575181476002573,0.9637602458033007,0.16666666666666666
0.5,0.1,5.0,0.04,0.9628408474675875,0.9637602458033007,0.06666666666666667
1.0,0.1,5.0,0.04,0.9635323712439468,0.9637602458033007,0.03333333333333333
2.0,0.1,5.0,0.04,0.963703380362716,0.9637602458033007,0.016666666666666666
0.1,0.1,5.0,0.045,0.9111423830104288,0.9592482957189425,0.37499999999999994
0.2,0.1,5.0,0.045,0.9502858067017004,0.9592482957189425,0.18749999999999997
0.5,0.1,5.0,0.045,0.9579467126364003,0.9592482957189425,0.075
1.0,0.1,5.0,0.045,0.9589261405127018,0.9592482957189425,0.0375
2.0,0.1,5.0,0.045,0.9591678522059064,0.9592482957189425,0.01875
0.1,0.1,5.0,0.05,0.8878110242018016,0.9547405025104273,0.41666666666666663
0.2,0.1,5.0,0.05,0.942366124456965,0.9547405025104273,0.20833333333333331
0.5,0.1,5.0,0.05,0.9529657700174456,0.9547405025104273,0.08333333333333333
1.0,0.1,5.0,0.05,0.9543018337377027,0.9547405025104273,0.041666666666666664
2.0,0.1,5.0,0.05,0.954630913061306,0.9547405025104273,0.020833333333333332
0.1,0.1,5.0,0.055,0.8608964783754084,0.9502369136226876,0.45833333333333337
0.2,0.1,5.0,0.055,0.9337015824021089,0.9502369136226876,0.22916666666666669
0.5,0.1,5.0,0.055,0.9478897087967876,0.9502369136226876,0.09166666666666667
1.0,0.1,5.0,0.055,0.9496574724404421,0.9502369136226876,0.04583333333333334
2.0,0.1,5.0,0.055,0.9500920948238827,0.9502369136226876,0.02291666666666667
0.1,0.1,5.0,0.06,0.8304897461225217,0.9457375771237966,0.49999999999999994
0.2,0.1,5.0,0.06,0.9242506414334015,0.9457375771237966,0.24999999999999997
0.5,0.1,5.0,0.06,0.9427107947114348,0.9457375771237966,0.09999999999999999
1.0,0.1,5.0,0.06,0.9449911850828604,0.9457375771237966,0.049999999999999996
2.0,0.1,5.0,0.06,0.945550952659452,0.9457375771237966,0.024999999999999998
0.1,0.1,5.0,0.065,0.7967307943883694,0.9412425417130061,0.5416666666666666
0.2,0.1,5.0,0.065,0.9139885895229832,0.9412425417130061,0.2708333333333333
0.5,0.1,5.0,0.065,0.9374219522090388,0.9412425417130061,0.10833333333333334
1.0,0.1,5.0,0.065,0.9403012122771224,0.9412425417130061,0.05416666666666667
2.0,0.1,5.0,0.065,0.9410070654651208,0.9412425417130061,0.027083333333333334
0.1,0.1,5.0,0.07,0.7597963710711668,0.9367518567288476,0.5833333333333334
0.2,0.1,5.0,0.07,0.9029067152820112,0.9367518567288476,0.2916666666666667
0.5,0.1,5.0,0.07,0.9320168431209657,0.9367518567288476,0.11666666666666668
1.0,0.1,5.0,0.07,0.9355859118944483,0.9367518567288476,0.05833333333333334
2.0,0.1,5.0,0.07,0.936460036310516,0.9367518567288476,0.02916666666666667
0.1,0.1,5.0,0.075,0.7199049372641748,0.9322655721572948,0.625
0.2,0.1,5.0,0.075,0.8910103703800476,0.9322655721572948,0.3125
0.5,0.1,5.0,0.075,0.9264899369034404,0.9322655721572948,0.125
1.0,0.1,5.0,0.075,0.9308437639438892,0.9322655721572948,0.0625
2.0,0.1,5.0,0.075,0.9319094928520285,0.9322655721572948,0.03125
0.1,0.1,5.0,0.08,0.6773441105227249,0.9277837386399848,0.6666666666666666
0.2,0.1,5.0,0.08,0.878316527324608,0.9277837386399848,0.3333333333333333
0.5,0.1,5.0,0.08,0.9208365679818877,0.9277837386399848,0.13333333333333333
